,a0,blk2,blk2_inc,lgbm,xgb,lasso_t,lasso_f,enet
ewma250|p1|FLAT,0.2006327669343822,0.18818580927868855,0.19688137452205023,0.1922201489395032,0.19501311868946367,0.19669508140247793,0.18827309964771702,0.19635133523384515
ewma250|p1|PER-ROW,0.20017793475085216,0.18746287928430275,0.19638744260999322,0.1907938206692229,0.19389506170617904,0.1961033257215287,0.1876819785165091,0.19565618241814195
ewma250|p2|FLAT,0.19993366039082752,0.1878496856105404,0.19660746314414915,0.19098919376388424,0.19406623831120023,0.19624565121009363,0.18799426215711942,0.19589128427123811
ewma250|p2|PER-ROW,0.20070323998035078,0.18791807635400068,0.19699976739800804,0.1909757710674816,0.1943679224450716,0.1966612712971492,0.1882347411731018,0.19607635362433035
ewma500|p0|FLAT,0.20434911098855646,0.19013598774241477,0.19849621452401223,0.19561196367725803,0.19775889524813933,0.1984820332306503,0.19012804855432494,0.1980759610060643
ewma500|p0|PER-ROW,0.20434911098855646,0.19013598774241477,0.19849621452401223,0.19561196367725803,0.19775889524813933,0.1984820332306503,0.19012804855432494,0.1980759610060643
ewma500|p1|FLAT,0.2017765961526924,0.187940134709827,0.1966360666116558,0.19198860547640512,0.19482482796928682,0.1964676553521333,0.18801586406692808,0.19609600017295042
ewma500|p1|PER-ROW,0.20167578102088096,0.18747862174923915,0.1964198667854973,0.19081110430048,0.19406236634592716,0.1961471278661508,0.18768600408112288,0.19566709659710999
ewma500|p2|FLAT,0.20145420262010658,0.1877452895938285,0.19651657476853157,0.19104889786054519,0.19423799467799216,0.19624245462770362,0.18786407828782362,0.19587261934062303
ewma500|p2|PER-ROW,0.20259890316513496,0.18810948508528094,0.19721893831662296,0.19127527525136964,0.19491975475863949,0.19692917920236533,0.18840970769042634,0.19631843253578699
