,a0,blk2,blk2_inc,lgbm,xgb,lasso_t,lasso_f,enet
flat125|p0|FLAT,0.20075986527767128,0.19036428968255448,0.19865907184809395,0.19528017779573864,0.19816795275036891,0.1989318441616735,0.19046899591955677,0.1986701893536331
flat125|p0|PER-ROW,0.20075986527767128,0.19036428968255448,0.19865907184809395,0.19528017779573864,0.19816795275036891,0.1989318441616735,0.19046899591955677,0.1986701893536331
flat125|p1|FLAT,0.19814284970441418,0.18846497166706536,0.1969580345923072,0.1922883737731767,0.19533689605396085,0.19702893617798745,0.1885857833363362,0.19682168457464227
flat125|p1|PER-ROW,0.1968509298997303,0.18756030046319785,0.19619316627113914,0.19071773980921175,0.1938505601474253,0.1962630014939235,0.18784897618311988,0.19596727409303086
flat125|p2|FLAT,0.19735675042575143,0.1884728151345407,0.19698077686160517,0.19125716009455812,0.19439662126632246,0.1968031630196816,0.1886458467833714,0.19653397141950082
flat125|p2|PER-ROW,0.19676433982318875,0.18791008275700946,0.1966079314314041,0.1908050886718361,0.19393918956481884,0.1966682210554899,0.18829920312219173,0.1961808595807128
flat250|p0|FLAT,0.20207713836909796,0.19148796982036953,0.20002536827433334,0.1964950340891175,0.19918281941594507,0.2001132552729315,0.19148090206487273,0.19964768132609206
flat250|p0|PER-ROW,0.20207713836909796,0.19148796982036953,0.20002536827433334,0.1964950340891175,0.19918281941594507,0.2001132552729315,0.19148090206487273,0.19964768132609206
flat250|p1|FLAT,0.1989583379560594,0.188618657237192,0.1973799695606314,0.19257187314044022,0.1954818690590729,0.19734529403288165,0.18868643532136833,0.19690848303280253
flat250|p1|PER-ROW,0.1978908981121968,0.18751746383807585,0.19640321933414268,0.19080564144546985,0.19387350001941472,0.19639071603984232,0.18772913800801558,0.1958517902544412
flat250|p2|FLAT,0.19794291544607273,0.18818758462129434,0.19694059623157617,0.1911344808613207,0.19418269979188918,0.19667441650057008,0.18834135736370652,0.19622369426756062
flat250|p2|PER-ROW,0.19786805000572522,0.1877982649187894,0.1966805499655506,0.19060360501618998,0.19376567326154198,0.196514994777192,0.18814252871971404,0.19587967119408448
flat500|p0|FLAT,0.20309342429573227,0.19155491370996064,0.19997892747160145,0.19650255442017772,0.19893391661724003,0.1997454457304942,0.19158683622724537,0.19929964590195878
flat500|p0|PER-ROW,0.20309342429573227,0.19155491370996064,0.19997892747160145,0.19650255442017772,0.19893391661724003,0.1997454457304942,0.19158683622724537,0.19929964590195878
flat500|p1|FLAT,0.200291135730038,0.1886455848924783,0.19734427016921782,0.1925837800597416,0.19533933251302324,0.19691465016915335,0.1887645709380228,0.19654460206192934
flat500|p1|PER-ROW,0.20003555379264648,0.18795301755907365,0.19682768255894184,0.19111531740261758,0.19413893900177215,0.19628431868367055,0.1882262285058623,0.19578732563886925
flat500|p2|FLAT,0.19962680123845533,0.18819920821527755,0.19695819321027566,0.19127954099292888,0.19427322135870656,0.1963290451780608,0.18838942167826092,0.1959446308816892
flat500|p2|PER-ROW,0.20082755614152523,0.18835563318657744,0.19736893068784866,0.19118063556563647,0.19449344585227796,0.196749414688306,0.18876470659814998,0.1960848323490793
ewma125|p0|FLAT,0.20212700579086823,0.1908665463720129,0.19929156032166379,0.19605722143230273,0.19863256337012167,0.19928520092555693,0.19089455634674618,0.19896389858560531
ewma125|p0|PER-ROW,0.20212700579086823,0.1908665463720129,0.19929156032166379,0.19605722143230273,0.19863256337012167,0.19928520092555693,0.19089455634674618,0.19896389858560531
ewma125|p1|FLAT,0.19907210902709868,0.1882507949927122,0.19695549701374254,0.19222529109506706,0.19508026163241113,0.1967597425594011,0.18835674816776982,0.19645337136364596
ewma125|p1|PER-ROW,0.19824801760114533,0.18737073892686898,0.19627626989578165,0.19065228039278093,0.19369818222152982,0.1960219841874386,0.18761651622145306,0.19561325929850926
ewma125|p2|FLAT,0.19818477615311225,0.18792830727929752,0.19667747887058143,0.19091921750342278,0.19395021689062186,0.1962712409601314,0.1880993608940691,0.1959405414189097
ewma125|p2|PER-ROW,0.19844109347089442,0.1877107707555323,0.19674475031862393,0.19063208858163838,0.19383318755266069,0.19643386841512492,0.18805355724706543,0.1958828855436253
ewma250|p0|FLAT,0.2038016096263822,0.19087315261539073,0.19925293290423254,0.1962833724686096,0.19856950348772634,0.19926612856103465,0.19087363374726612,0.19888556500678048
ewma250|p0|PER-ROW,0.2038016096263822,0.19087315261539073,0.19925293290423254,0.1962833724686096,0.19856950348772634,0.19926612856103465,0.19087363374726612,0.19888556500678048
