,a0,blk2,blk2_inc,lgbm,xgb,lasso_t,lasso_f,enet
flat125|p0|FLAT,1.055578086379214,1.0631338586809915,1.3286338425950597,1.0046340742277073,1.2923353771579864,1.3872459448663357,1.228190094321156,1.0124179174387844
flat125|p0|PER-ROW,1.055578086379214,1.0631338586809915,1.3286338425950597,1.0046340742277073,1.2923353771579864,1.3872459448663357,1.228190094321156,1.0124179174387844
flat125|p1|FLAT,0.7534010150620724,1.2837292864923837,1.3897490303161684,1.1667273058859895,1.3217918921298746,1.7383224281904133,1.3476353430945516,0.8421284356607935
flat125|p1|PER-ROW,0.8798391010492306,1.347711417483734,1.468587489427724,1.3958885183868799,1.2972855475691094,1.2524097773800908,1.3230254831798978,1.1148429103569755
flat125|p2|FLAT,0.934769626215481,1.631814337803423,1.2437579582790323,1.1436697401882658,1.2880976847150303,1.618413197051727,1.606162080154212,1.189280152031483
flat125|p2|PER-ROW,0.9394485901406076,1.433163570805061,1.400193408009162,1.4983225294694482,1.4668665134718306,1.2755019308930244,1.4669106766005022,1.2081930930899387
flat250|p0|FLAT,1.1034653229094764,1.364994853383444,1.3452313398372768,1.080947219190536,1.4328156228411084,1.146039281040822,1.1182781777785906,0.67154113849212
flat250|p0|PER-ROW,1.1034653229094764,1.364994853383444,1.3452313398372768,1.080947219190536,1.4328156228411084,1.146039281040822,1.1182781777785906,0.67154113849212
flat250|p1|FLAT,0.9184025908860053,1.1214197993668382,1.403246001778108,1.2429357306617252,1.6257312812742735,1.3343323699210572,1.4878401605636171,0.9446229621508344
flat250|p1|PER-ROW,0.9686998236724337,1.1851660987098558,1.3934645740004552,1.330230237528802,1.3923978971117017,1.3313836451408365,1.1720669918550315,1.0085471541344164
flat250|p2|FLAT,0.9673095454705917,1.3383216004229939,1.2707081191811798,1.4593971219265764,1.4980323951467007,1.4131037944414562,1.509829846463058,1.0224751588133707
flat250|p2|PER-ROW,0.7452349769225555,1.3015674880833217,1.2216183131894787,1.3220574334282622,1.2882048456286759,1.124676964501845,1.4126232997942716,0.8892231200091676
flat500|p0|FLAT,1.0499492314687056,1.11798962713689,1.4384122429474495,1.038250749779565,1.4297887908497875,1.2244385012967027,1.0281289044406203,0.8504579659649629
flat500|p0|PER-ROW,1.0499492314687056,1.11798962713689,1.4384122429474495,1.038250749779565,1.4297887908497875,1.2244385012967027,1.0281289044406203,0.8504579659649629
flat500|p1|FLAT,1.0127477581366726,1.289524442906543,1.1569813998225984,1.2208397633945003,1.2616121914052245,1.236534303143427,1.164772082698152,0.9920082663514407
flat500|p1|PER-ROW,0.9627484737417888,1.2844100028304137,1.5480459034660288,1.2231053930004179,1.1843839848326625,0.8834508842525846,1.396594798709907,0.9239530055658182
flat500|p2|FLAT,1.177195658361035,1.1236560678365597,1.3026330922731995,1.2890398737941293,0.9042951635434634,1.5478967643871713,1.3142574927686055,1.1942368964255494
flat500|p2|PER-ROW,0.8386552967845511,1.2595569676219125,1.3685126650408215,1.3743790112633436,1.0503671884790229,1.165710107474977,1.2590668846812534,1.0449110354390667
ewma125|p0|FLAT,1.004824768374205,1.1718826714077442,1.3869256039592153,1.141011474622293,1.1568713515168247,1.4640360813293787,1.1075014722650875,0.9061013214884449
ewma125|p0|PER-ROW,1.004824768374205,1.1718826714077442,1.3869256039592153,1.141011474622293,1.1568713515168247,1.4640360813293787,1.1075014722650875,0.9061013214884449
ewma125|p1|FLAT,1.0834660851641635,1.3466808759809468,1.4544426132097807,1.2213175380588275,1.3349578157184003,1.388684872496171,1.4788028542702492,1.0151962486601092
ewma125|p1|PER-ROW,0.9820879952736702,1.2189162502931628,1.560718331421647,1.2854934814940902,1.4236796237883182,1.1613452601227143,1.29324888031172,0.8963072860463646
ewma125|p2|FLAT,1.0386453837368068,1.570172618866595,1.4403720766649033,1.179683166045783,1.2114139840845335,1.3996250057703454,1.6923836517455677,1.0944674596078312
ewma125|p2|PER-ROW,0.641696085638909,1.1727689761322153,1.2109268148767671,1.2544392836036142,1.3541134629439002,0.9501345218830687,1.2343529231908952,1.0166701028012182
ewma250|p0|FLAT,1.025759221784432,1.021819667901645,1.3035329441374928,1.0230931645681525,1.3403410249830083,1.3276698570111987,1.080638862284384,0.7304745613920709
ewma250|p0|PER-ROW,1.025759221784432,1.021819667901645,1.3035329441374928,1.0230931645681525,1.3403410249830083,1.3276698570111987,1.080638862284384,0.7304745613920709
ewma250|p1|FLAT,1.003848646692799,1.3619701128981763,1.1846161790522194,1.2607110860156425,1.2467578396785337,1.259536048516337,1.2308749305499604,1.0617181084768523
ewma250|p1|PER-ROW,0.9160031185044529,1.0274795219598603,1.5886186544990983,1.1913554594077824,1.3090276485689778,0.9732478352822201,1.2260625906514206,1.001429598439282
ewma250|p2|FLAT,1.0638432898200452,1.513158283571518,1.3562966427232257,1.198982386055586,1.1361351528097368,1.3899648493975787,1.461666041604074,1.1559102874378389
ewma250|p2|PER-ROW,0.8502863408987372,1.1865637308850412,1.097395352539191,1.1979338830029507,1.0728073846855009,0.927175170900099,1.2432189329957606,1.094717882866031
ewma500|p0|FLAT,0.9938965901130344,1.105524029406457,1.1668826802723111,1.0875969107718166,1.120671779260652,1.2282158362006605,0.9462382615293757,0.8224997494613762
ewma500|p0|PER-ROW,0.9938965901130344,1.105524029406457,1.1668826802723111,1.0875969107718166,1.120671779260652,1.2282158362006605,0.9462382615293757,0.8224997494613762
ewma500|p1|FLAT,1.072781412729717,1.2458092821249571,1.2987673963471336,1.3550643576783243,1.2628885157194505,1.360175949245116,1.1631305076793075,0.9330667765941084
ewma500|p1|PER-ROW,1.1600600004576824,0.846692177577706,1.4868455733542585,1.1720393557867905,1.2315660435079288,0.8803108801817866,1.123814609866224,1.0978196561374511
ewma500|p2|FLAT,1.19622538306486,1.4372487274645762,1.4432544676811796,1.209953442055678,0.9639606060527443,1.3965944772137926,1.4004753150061198,1.0394043683157026
ewma500|p2|PER-ROW,1.1486391530056126,1.3478102422157083,0.9145724301649845,1.2543895449733569,1.0777146498001802,0.9290313615705306,1.0965835831849338,1.0611127748626243
