n_samples,mse,mae,w_mse,w_mae,qlike,w_qlike,exp_id,experiment_name,model,segment,horizon,delta_mse,delta_mae,delta_qlike,oos_r2,delta_w_mse,delta_w_mae,delta_w_qlike,w_oos_r2
218934.0,0.17779624630868066,0.23364723795614814,0.07197729058597079,0.20509038968858864,0.25101506668082085,0.18112898941144479,1,baseline,xgboost,GLOBAL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218934.0,0.16469869814554797,0.22781489155978232,0.06841060087397798,0.2011007130088712,0.2460462934066084,0.17381440850726348,2,baseline,lightgbm,GLOBAL,1,-0.013097548163132688,-0.005832346396365817,-0.00496877327421244,0.07366605558361117,-0.00356668971199281,-0.0039896766797174466,-0.0073145809041813,0.049552986545564726
143540.0,0.14919394532962374,0.22277213338026086,0.06505592553926132,0.19857889273038593,0.2350948642705067,0.16512926029935945,3,baseline,random_forest,GLOBAL,1,-0.028602300979056916,-0.010875104575887279,-0.015920202410314166,0.16087123082114496,-0.006921365046709468,-0.006511496958202717,-0.01599972911208533,0.09616039990339009
