segment,estimator,train_win,pooled_train_win,bar_end,sample,n,first,QLIKE_subsection,QLIKE_pooled,diff,pct,ci_lo,ci_hi,dm_stat,improves
bar1000,reclasso,500,500,all bars,common,3119,2012-03-23,0.1141254827262055,0.11888512606560467,-0.004759643339399164,-4.003565035354077,-0.008989273850096595,-0.0005712324375920537,-2.1927942111155327,True
bar1000,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.11431622212649839,0.11670540158262861,-0.002389179456130221,-2.0471884109311405,-0.009762845257428062,0.005365701501706167,-0.6669787426443953,False
bar1000,reclasso,500,500,10:00,common,3119,2012-03-23,0.1141254827262055,0.11888512606560467,-0.004759643339399164,-4.003565035354077,-0.008989273850096595,-0.0005712324375920537,-2.1927942111155327,True
bar1000,reclasso,500,500,10:00,deck period,1116,2020-01-03,0.11431622212649839,0.11670540158262861,-0.002389179456130221,-2.0471884109311405,-0.009762845257428062,0.005365701501706167,-0.6669787426443953,False
bar1000,reclasso,2000,500,all bars,common,1619,2018-01-19,0.11098034291995507,0.12568393752524745,-0.014703594605292396,-11.698865340162287,-0.021499260756420436,-0.008274800557090775,-4.532152436824212,True
bar1000,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.10716343284261369,0.11670540158262861,-0.009541968740014905,-8.176115767237297,-0.017209640944903563,-0.0020172847999005575,-2.515346982969209,True
bar1000,reclasso,2000,500,10:00,common,1619,2018-01-19,0.11098034291995507,0.12568393752524745,-0.014703594605292396,-11.698865340162287,-0.021499260756420436,-0.008274800557090775,-4.532152436824212,True
bar1000,reclasso,2000,500,10:00,deck period,1116,2020-01-03,0.10716343284261369,0.11670540158262861,-0.009541968740014905,-8.176115767237297,-0.017209640944903563,-0.0020172847999005575,-2.515346982969209,True
bar1000,reclasso,2000,2000,all bars,common,1619,2018-01-19,0.11098034291995507,0.12287976547326214,-0.011899422553307077,-9.683793346672944,-0.017699612747683485,-0.0063768262244073455,-4.213596469381109,True
bar1000,reclasso,2000,2000,all bars,deck period,1116,2020-01-03,0.10716343284261369,0.11762041482992149,-0.010456981987307806,-8.890448144081576,-0.017354850394931176,-0.003687536822497011,-3.0035413228218566,True
bar1000,reclasso,2000,2000,10:00,common,1619,2018-01-19,0.11098034291995507,0.12287976547326214,-0.011899422553307077,-9.683793346672944,-0.017699612747683485,-0.0063768262244073455,-4.213596469381109,True
bar1000,reclasso,2000,2000,10:00,deck period,1116,2020-01-03,0.10716343284261369,0.11762041482992149,-0.010456981987307806,-8.890448144081576,-0.017354850394931176,-0.003687536822497011,-3.0035413228218566,True
bar1030,reclasso,500,500,all bars,common,3119,2012-03-23,0.14983985638471162,0.14987627418223445,-3.6417797522802864e-05,-0.02429857408819924,-0.004385518014882345,0.004396706387454909,-0.01703447285095793,False
bar1030,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.1632376730477855,0.15698932726300713,0.006248345784778362,3.9801086441439377,-0.002251114996730341,0.017496322432717943,1.56093342304087,False
bar1030,reclasso,500,500,10:30,common,3119,2012-03-23,0.14983985638471162,0.14987627418223445,-3.6417797522802864e-05,-0.02429857408819924,-0.004385518014882345,0.004396706387454909,-0.01703447285095793,False
bar1030,reclasso,500,500,10:30,deck period,1116,2020-01-03,0.1632376730477855,0.15698932726300713,0.006248345784778362,3.9801086441439377,-0.002251114996730341,0.017496322432717943,1.56093342304087,False
bar1030,reclasso,2000,500,all bars,common,1619,2018-01-19,0.1574806315791661,0.1624072409174526,-0.00492660933828648,-3.0334911857720357,-0.009899319911876115,-0.00027925636227752094,-1.887167624018976,True
bar1030,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.1532958612891209,0.15698932726300713,-0.0036934659738862225,-2.352686031769848,-0.010979005644300488,0.002646984597284117,-1.112338780450759,False
bar1030,reclasso,2000,500,10:30,common,1619,2018-01-19,0.1574806315791661,0.1624072409174526,-0.00492660933828648,-3.0334911857720357,-0.009899319911876115,-0.00027925636227752094,-1.887167624018976,True
bar1030,reclasso,2000,500,10:30,deck period,1116,2020-01-03,0.1532958612891209,0.15698932726300713,-0.0036934659738862225,-2.352686031769848,-0.010979005644300488,0.002646984597284117,-1.112338780450759,False
bar1030,reclasso,2000,2000,all bars,common,1619,2018-01-19,0.1574806315791661,0.16210987425897835,-0.004629242679812241,-2.8556204247107133,-0.008499359118384795,-0.0007974529549746626,-2.256564583720651,True
bar1030,reclasso,2000,2000,all bars,deck period,1116,2020-01-03,0.1532958612891209,0.15826234569187592,-0.004966484402755012,-3.138133951599807,-0.009543533621218814,0.00016353142790333735,-1.981802661945,False
bar1030,reclasso,2000,2000,10:30,common,1619,2018-01-19,0.1574806315791661,0.16210987425897835,-0.004629242679812241,-2.8556204247107133,-0.008499359118384795,-0.0007974529549746626,-2.256564583720651,True
bar1030,reclasso,2000,2000,10:30,deck period,1116,2020-01-03,0.1532958612891209,0.15826234569187592,-0.004966484402755012,-3.138133951599807,-0.009543533621218814,0.00016353142790333735,-1.981802661945,False
bar1100,reclasso,500,500,all bars,common,3119,2012-03-23,0.12905746273416266,0.1304817542444731,-0.0014242915103104667,-1.0915637351425294,-0.004619527579534903,0.0016762359711025047,-0.932261003458437,False
bar1100,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.1472421611227253,0.14536034542134432,0.0018818157013809787,1.2945867017076156,-0.0045680612553266366,0.009108098504896417,0.5921384209530968,False
bar1100,reclasso,500,500,11:00,common,3119,2012-03-23,0.12905746273416266,0.1304817542444731,-0.0014242915103104667,-1.0915637351425294,-0.004619527579534903,0.0016762359711025047,-0.932261003458437,False
bar1100,reclasso,500,500,11:00,deck period,1116,2020-01-03,0.1472421611227253,0.14536034542134432,0.0018818157013809787,1.2945867017076156,-0.0045680612553266366,0.009108098504896417,0.5921384209530968,False
bar1100,reclasso,2000,500,all bars,common,1619,2018-01-19,0.14216608264360958,0.13845631395722546,0.003709768686384118,2.679378484342873,-0.0010367423115072059,0.008447779546589684,1.7179399794113348,False
bar1100,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.15104368313776448,0.14536034542134432,0.005683337716420127,3.909826782501303,0.00012498424861552166,0.012709438718828117,2.1031659090090082,False
bar1100,reclasso,2000,500,11:00,common,1619,2018-01-19,0.14216608264360958,0.13845631395722546,0.003709768686384118,2.679378484342873,-0.0010367423115072059,0.008447779546589684,1.7179399794113348,False
bar1100,reclasso,2000,500,11:00,deck period,1116,2020-01-03,0.15104368313776448,0.14536034542134432,0.005683337716420127,3.909826782501303,0.00012498424861552166,0.012709438718828117,2.1031659090090082,False
bar1100,reclasso,2000,2000,all bars,common,1619,2018-01-19,0.14216608264360958,0.14177951279451484,0.0003865698490947626,0.2726556478262339,-0.0032488622741343996,0.004342963696881915,0.21964824466314772,False
bar1100,reclasso,2000,2000,all bars,deck period,1116,2020-01-03,0.15104368313776448,0.15103479220361207,8.890934152379253e-06,0.005886679501232579,-0.0044909010654886694,0.005550424608678353,0.003936330980282038,False
bar1100,reclasso,2000,2000,11:00,common,1619,2018-01-19,0.14216608264360958,0.14177951279451484,0.0003865698490947626,0.2726556478262339,-0.0032488622741343996,0.004342963696881915,0.21964824466314772,False
bar1100,reclasso,2000,2000,11:00,deck period,1116,2020-01-03,0.15104368313776448,0.15103479220361207,8.890934152379253e-06,0.005886679501232579,-0.0044909010654886694,0.005550424608678353,0.003936330980282038,False
bar1130,reclasso,500,500,all bars,common,3121,2012-03-21,0.13003866392726507,0.13451263144972214,-0.004473967522457056,-3.326057541391067,-0.009206508306620535,-0.00024008915583062762,-2.0875326283266564,True
bar1130,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.13973472302736908,0.1427998616910879,-0.003065138663718856,-2.1464577258131547,-0.007521512548812904,0.0010630981209905845,-1.405037585154333,False
bar1130,reclasso,500,500,11:30,common,3121,2012-03-21,0.13003866392726507,0.13451263144972214,-0.004473967522457056,-3.326057541391067,-0.009206508306620535,-0.00024008915583062762,-2.0875326283266564,True
bar1130,reclasso,500,500,11:30,deck period,1116,2020-01-03,0.13973472302736908,0.1427998616910879,-0.003065138663718856,-2.1464577258131547,-0.007521512548812904,0.0010630981209905845,-1.405037585154333,False
bar1130,reclasso,2000,500,all bars,common,1621,2018-01-17,0.1342029909373917,0.13770681899936693,-0.003503828061975237,-2.5444114441357804,-0.007814739972861386,0.0003993117807438798,-1.8573820534023637,False
bar1130,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.13957079716041002,0.1427998616910879,-0.0032290645306779224,-2.2612518614781316,-0.008631076408373713,0.0018942171684990785,-1.4046323112753885,False
bar1130,reclasso,2000,500,11:30,common,1621,2018-01-17,0.1342029909373917,0.13770681899936693,-0.003503828061975237,-2.5444114441357804,-0.007814739972861386,0.0003993117807438798,-1.8573820534023637,False
bar1130,reclasso,2000,500,11:30,deck period,1116,2020-01-03,0.13957079716041002,0.1427998616910879,-0.0032290645306779224,-2.2612518614781316,-0.008631076408373713,0.0018942171684990785,-1.4046323112753885,False
bar1130,reclasso,2000,2000,all bars,common,1621,2018-01-17,0.1342029909373917,0.140803243960817,-0.006600253023425323,-4.687571704855078,-0.010057777642546112,-0.0031089096133446264,-3.9943586234486728,True
