placement,jump_pct,structure,basis,tradeable,K_wing_c,K_wing_p,S_settle_stressed,straddle_settle_pts,wing_intrinsic_pts,wing_cost_pts,four_leg_pts,hedge_pts,pnl_pts,pnl_units,pnl_dollars,four_leg_units,four_leg_dollars,hedge_units,hedge_dollars,cap_units,cap_dollars
mid-day 14:00->14:30,-3.0,0.5% of spot,crossed,True,3590.0,3545.0,3470.2623852539064,94.73761474609364,74.73761474609364,1.350000023841858,-12.24999988079071,-30.659415510395405,-42.909415391186116,-4.564831436172359,-4290.941539118611,-1.3031914799852358,-1224.999988079071,-3.2616399561871234,-3065.9415510395406,1.3031914799852358,1224.999988079071
mid-day 14:00->14:30,-3.0,1.0% of spot,crossed,True,3610.0,3525.0,3470.2623852539064,94.73761474609364,54.73761474609364,0.30000000447034836,-31.1999998614192,-30.659415510395405,-61.859415371814606,-6.580788886033281,-6185.94153718146,-3.319148929846157,-3119.99998614192,-3.2616399561871234,-3065.9415510395406,3.319148929846157,3119.99998614192
mid-day 14:00->14:30,-3.0,1.5% of spot,crossed,True,3625.0,3510.0,3470.2623852539064,94.73761474609364,39.73761474609364,0.15000000223517418,-46.04999985918403,-30.659415510395405,-76.70941536957943,-8.16057612384497,-7670.941536957943,-4.898936167657848,-4604.999985918403,-3.2616399561871234,-3065.9415510395406,4.898936167657848,4604.999985918403
mid-day 14:00->14:30,-3.0,2.0% of spot,crossed,True,3645.0,3490.0,3470.2623852539064,94.73761474609364,19.73761474609364,0.10000000149011612,-65.99999985843897,-30.659415510395405,-96.65941536883437,-10.28291655468066,-9665.941536883438,-7.021276598493537,-6599.999985843897,-3.2616399561871234,-3065.9415510395406,7.021276598493537,6599.999985843897
mid-day 14:00->14:30,-3.0,3.0% of spot,crossed,True,3680.0,3455.0,3470.2623852539064,94.73761474609364,0.0,0.10000000149011612,-85.73761460453261,-30.659415510395405,-116.39703011492801,-12.382662809590819,-11639.703011492802,-9.121022853403696,-8573.761460453261,-3.2616399561871234,-3065.9415510395406,10.744680863256608,10099.999985843897
mid-day 14:00->14:30,5.0,naked straddle (reference),crossed,True,,,3756.4695922851565,186.46959228515652,0.0,0.0,-177.36959214210538,44.668130100444,-132.7014620416614,-14.117176848749054,-13270.146204166138,-18.86910559489148,-17736.95921421054,4.751928746142427,4466.8130100444005,inf,inf
mid-day 14:00->14:30,5.0,0.5% of spot,crossed,True,3590.0,3545.0,3756.4695922851565,186.46959228515652,166.46959228515652,1.350000023841858,-12.24999988079071,44.668130100444,32.41813021965329,3.448737266157191,3241.8130219653294,-1.3031914799852358,-1224.999988079071,4.751928746142427,4466.8130100444005,1.3031914799852358,1224.999988079071
mid-day 14:00->14:30,5.0,1.0% of spot,crossed,True,3610.0,3525.0,3756.4695922851565,186.46959228515652,146.46959228515652,0.30000000447034836,-31.1999998614192,44.668130100444,13.468130239024802,1.4327798162962697,1346.8130239024802,-3.319148929846157,-3119.99998614192,4.751928746142427,4466.8130100444005,3.319148929846157,3119.99998614192
mid-day 14:00->14:30,5.0,1.5% of spot,crossed,True,3625.0,3510.0,3756.4695922851565,186.46959228515652,131.46959228515652,0.15000000223517418,-46.04999985918403,44.668130100444,-1.3818697587400237,-0.14700742151542062,-138.18697587400237,-4.898936167657848,-4604.999985918403,4.751928746142427,4466.8130100444005,4.898936167657848,4604.999985918403
mid-day 14:00->14:30,5.0,2.0% of spot,crossed,True,3645.0,3490.0,3756.4695922851565,186.46959228515652,111.46959228515652,0.10000000149011612,-65.99999985843897,44.668130100444,-21.331869757994966,-2.26934785235111,-2133.1869757994964,-7.021276598493537,-6599.999985843897,4.751928746142427,4466.8130100444005,7.021276598493537,6599.999985843897
mid-day 14:00->14:30,5.0,3.0% of spot,crossed,True,3680.0,3455.0,3756.4695922851565,186.46959228515652,76.46959228515652,0.10000000149011612,-100.99999985843897,44.668130100444,-56.331869757994966,-5.992752117114182,-5633.186975799496,-10.744680863256608,-10099.999985843897,4.751928746142427,4466.8130100444005,10.744680863256608,10099.999985843897
mid-day 14:00->14:30,-5.0,naked straddle (reference),crossed,True,,,3398.7105834960935,166.28941650390652,0.0,0.0,-157.18941636085538,-44.503801913105235,-201.6932182739606,-21.45672540271583,-20169.32182739606,-16.72227837867506,-15718.941636085538,-4.7344470240407714,-4450.3801913105235,inf,inf
mid-day 14:00->14:30,-5.0,0.5% of spot,crossed,True,3590.0,3545.0,3398.7105834960935,166.28941650390652,146.28941650390652,1.350000023841858,-12.24999988079071,-44.503801913105235,-56.753801793895946,-6.037638504026007,-5675.380179389595,-1.3031914799852358,-1224.999988079071,-4.7344470240407714,-4450.3801913105235,1.3031914799852358,1224.999988079071
mid-day 14:00->14:30,-5.0,1.0% of spot,crossed,True,3610.0,3525.0,3398.7105834960935,166.28941650390652,126.28941650390652,0.30000000447034836,-31.1999998614192,-44.503801913105235,-75.70380177452444,-8.053595953886928,-7570.380177452444,-3.319148929846157,-3119.99998614192,-4.7344470240407714,-4450.3801913105235,3.319148929846157,3119.99998614192
mid-day 14:00->14:30,-5.0,1.5% of spot,crossed,True,3625.0,3510.0,3398.7105834960935,166.28941650390652,111.28941650390652,0.15000000223517418,-46.04999985918403,-44.503801913105235,-90.55380177228926,-9.633383191698618,-9055.380177228926,-4.898936167657848,-4604.999985918403,-4.7344470240407714,-4450.3801913105235,4.898936167657848,4604.999985918403
mid-day 14:00->14:30,-5.0,2.0% of spot,crossed,True,3645.0,3490.0,3398.7105834960935,166.28941650390652,91.28941650390652,0.10000000149011612,-65.99999985843897,-44.503801913105235,-110.5038017715442,-11.755723622534308,-11050.38017715442,-7.021276598493537,-6599.999985843897,-4.7344470240407714,-4450.3801913105235,7.021276598493537,6599.999985843897
mid-day 14:00->14:30,-5.0,3.0% of spot,crossed,True,3680.0,3455.0,3398.7105834960935,166.28941650390652,56.28941650390652,0.10000000149011612,-100.99999985843897,-44.503801913105235,-145.5038017715442,-15.47912788729738,-14550.38017715442,-10.744680863256608,-10099.999985843897,-4.7344470240407714,-4450.3801913105235,10.744680863256608,10099.999985843897
