,naked|pts,naked|units,entry_mid_pts,bid_pts,hedge_hold_pts,cost_hold_pts,0.5% of spot|crossed|pts,0.5% of spot|crossed|units,0.5% of spot|mid|pts,0.5% of spot|mid|units,1.0% of spot|crossed|pts,1.0% of spot|crossed|units,1.0% of spot|mid|pts,1.0% of spot|mid|units,1.5% of spot|crossed|pts,1.5% of spot|crossed|units,1.5% of spot|mid|pts,1.5% of spot|mid|units,2.0% of spot|crossed|pts,2.0% of spot|crossed|units,2.0% of spot|mid|pts,2.0% of spot|mid|units,3.0% of spot|crossed|pts,3.0% of spot|crossed|units,3.0% of spot|mid|pts,3.0% of spot|mid|units
2020-02-19,0.7801413947334215,0.23287803490817957,3.3499999046325684,3.1499999165534973,1.4802391344299242,0.217850675492822,0.4801413939883634,0.14332579333044065,0.5551413913806602,0.16571385289085516,0.6301413924982473,0.1881019135632966,0.6801413932433054,0.20302728734492426,0.6801413932433054,0.20302728734492426,0.7301413939883634,0.21795266112655193,0.6801413932433054,0.20302728734492426,0.7301413939883634,0.21795266112655193,0.6801413932433054,0.20302728734492426,0.7301413939883634,0.21795266112655193
2020-02-21,6.283102324005386,0.6866778424610583,9.150000095367432,8.800000190734863,-2.516897866729478,0.18560767492135502,4.883102288242599,0.5336723756664082,5.0081023105943405,0.5473335801526277,5.733102334436198,0.6265685546100508,5.808102331828495,0.6347652755510996,6.033102320280095,0.6593554379671105,6.108102321397682,0.6675521593152948,6.083102317299863,0.6648199184587644,6.158102320280095,0.6730166400105166,6.1831023225152695,0.6757488806634792,6.2331023232603275,0.6812133615622687
2020-02-24,4.373676563387246,0.2650713068719543,16.5,16.0,-11.626323436612754,0.2782816830908506,-0.8763234366127541,-0.053110511309863884,-0.601323460454612,-0.03644384608815831,1.9736765872291038,0.11961676286236993,2.1486765693477103,0.13022282238470972,3.023676539545388,0.18325312360881138,3.148676554446549,0.19082888208766965,3.473676549976201,0.21052585151370914,3.5986765443882653,0.21810160875080395,3.9736765686026523,0.2408288829456153,4.073676564504833,0.24688948875786867
2020-02-26,-6.2152716626786315,-0.28380236396989234,21.899999618530273,21.399999618530273,-4.005163859333905,0.28363667030473444,-11.405164193119916,-0.5207837621818793,-11.0801641454362,-0.5059435770976419,-10.515271614994916,-0.48014939717613586,-10.265271644797238,-0.46873387322397353,-8.615271609034451,-0.3933914045251764,-8.4152716135048,-0.3842589844789027,-7.615271616485032,-0.34772930361338966,-7.49027165187529,-0.34202154257288375,-6.76527166342369,-0.30891651969251094,-6.665271660070928,-0.30435030941421726
2020-02-28,-32.10157017182475,-0.8035436877368847,39.94999980926514,38.5,-46.38159946869975,0.27546557481099976,-51.38159946869975,-1.2861476774471325,-50.28159908723002,-1.2586132497444666,-51.10157017182475,-1.2791381831239297,-50.101570410243326,-1.254106899860957,-44.60157017182475,-1.1164348031230986,-43.90157012414103,-1.0989128994678856,-40.10157017182475,-1.0037940015840616,-39.576570195666605,-0.990652575334633,-35.85157017182475,-0.8974110223527488,-35.501570207587534,-0.8886500720171235
2020-03-02,-21.531726558974313,-0.732371649290133,29.40000009536743,28.5,25.198253909775687,0.38075803986724177,18.69825343293853,0.6359950126627659,19.298253575989676,0.6564031807275575,10.448253909775687,0.3553827848940049,10.848253885933829,0.3689882262157949,-1.0017461379080288,-0.034072997777502535,-0.6517461140661709,-0.022168235100409633,-14.00174601869874,-0.4762498630367351,-13.726746057441758,-0.4668961228882678,-22.481726576855706,-0.7646845749635953,-22.331726580208468,-0.7595825342778583
2020-03-04,2.133861766479882,0.08691901221594281,24.550000190734863,23.899999618530273,18.35397933544961,0.2638472646357182,10.953978763245019,0.44619057752101504,11.303978906296166,0.4604472023817854,1.303978906296166,0.05311522998636415,1.6039789778217397,0.06533519207169208,-1.1161382335201182,-0.0454638788125691,-0.8661382335201182,-0.035280579502683575,0.33386169495430806,0.013599254271301677,0.5338617426380239,0.021745895661520305,1.4838617605194173,0.06044243376745165,1.6088617661073528,0.06553408365000889
2020-03-06,-22.489185495785776,-0.6941106716224686,32.39999961853027,31.5,-36.619068308285776,0.2332908702396154,-41.2190686897555,-1.2721934930573706,-40.4690686897555,-1.2490453446366818,-35.38918559115321,-1.0922588274017557,-34.68918554346949,-1.0706538874040599,-30.089185400418344,-0.9286785726753428,-29.564185424260202,-0.9124748695167204,-26.889185591153208,-0.8299131453006157,-26.539185507706705,-0.8191106734621182,-24.039185507706705,-0.7419501787264888,-23.76418550174624,-0.7334625241216046
2020-03-09,3.027266592746132,0.0703197811691916,43.05000019073486,41.79999923706055,-5.332791238064415,0.13167227019697536,-9.632792382473594,-0.22375824250395113,-8.482792287106163,-0.19704511613293355,-14.432791619534141,-0.33525648212750386,-13.532792001003868,-0.3143505677362661,-10.472733407253868,-0.24326906761565564,-9.672733454937584,-0.2246860258323374,-5.572733311886436,-0.1294479276932916,-4.922733335728294,-0.11434920589820938,-0.6727333357282941,-0.01562679054001673,-0.29773339533293885,-0.0069159905694266745
2020-03-11,23.30572056907946,0.4953394362295635,47.05000019073486,45.70000076293945,-3.7741630063599914,0.1714649300816499,-8.174162624890265,-0.17373353011165193,-6.974162815625128,-0.1482287521222686,-1.1942794309205382,-0.025383197153646706,-0.14427924018567495,-0.0030665088119189122,6.705720187609735,0.14252327652339167,7.455720187609735,0.15846376530042872,12.605720759814325,0.2679218003977109,13.255720616763178,0.28173688763073607,18.605720521395746,0.39544570554666236,19.05572056907946,0.40500999982635355
2020-03-13,-75.84721307472019,-1.36661645179676,55.5,53.39999961853027,-3.2271931620004564,0.1178097477138125,-8.627192780530734,-0.15544491496451773,-6.727193162000461,-0.12121068760361191,-11.927193924939914,-0.21490439504396242,-10.327193543470187,-0.18607555934180517,-15.52719430640964,-0.2797692667821557,-14.127194211042209,-0.25454403983859836,-23.22719363883762,-0.41850799349256973,-21.87719349578647,-0.3941836665907472,-39.427193448102756,-0.7103998819477974,-38.5771934242609,-0.695084566202899
2020-03-16,-7.997155834361152,-0.11683208134499427,68.44999885559082,66.39999771118164,24.472963641957207,0.18297983231295611,19.972961734608575,0.29178907331679577,21.372962306813164,0.31224196733594944,17.172960590199395,0.25088328527848835,18.92296154387371,0.27644940628553616,12.472961734608575,0.18222004299697392,13.872961353138848,0.2026729230837049,4.772961925343438,0.06972917465510804,6.072961639241143,0.08872113573081702,-5.027038265391425,-0.07344102774927702,-3.7770387422285836,-0.055179529662184715
2020-03-18,-44.51308096614159,-0.6971508540314701,63.849998474121094,59.89999771118164,-31.31298102107323,0.16400975907827806,-37.61298407283104,-0.5890835547643103,-35.11298407283104,-0.5499292860134148,-40.712982546952134,-0.6376348241175515,-37.31298292842186,-0.584385024590801,-44.51298369136131,-0.6971493305423143,-41.012983214524155,-0.6423333468229767,-51.712982546952134,-0.8099136066214914,-49.11298311915672,-0.769193176082261,-64.113080393937,-1.0041203120767894,-62.613080870774155,-0.9806277582943362
2020-03-20,-9.970502531341445,-0.22206018717767453,44.90000057220459,43.10000038146973,22.009575212188828,0.16742707870312562,16.809576356598008,0.37437808780349996,18.30957587976085,0.407785649140847,14.209575021453965,0.31647160000818403,15.459575498291123,0.3443112539259386,7.409575784393418,0.16502395746026619,8.409575784393418,0.18729567209848497,1.3095754029236915,0.02916648967114682,2.3095754029236915,0.05143820430936559,-16.59042445402516,-0.36949719916697477,-15.840424334815872,-0.3527934105333154
2020-03-23,28.013314899754125,0.43839303704206256,63.89999961853027,62.39999961853027,-11.786587062526149,0.1830811784614131,-17.686586681056422,-0.2767853957220919,-16.336587253261012,-0.2556586439872777,-13.186685863185328,-0.2063644122364179,-11.986686053920192,-0.1875850723862006,-8.286684337306422,-0.1296820717805353,-7.236684623408717,-0.11325015127715526,-1.1866858631853283,-0.0185709838852832,-0.18668586318532832,-0.002921531522688641,7.813315090488988,0.12227410230254862,8.713314709019262,0.1363586034590914
2020-03-25,-19.045285336301887,-0.39636389720502546,48.05000019073486,46.79999923706055,3.5946568328875674,0.05837293600470544,-0.5053454559307937,-0.010517075003638311,0.5946549255389328,0.01237575282369293,-4.905344120786751,-0.1020883267703423,-3.9053441207867508,-0.08127667232641947,-9.40534412078675,-0.19574077176799504,-8.455344073103035,-0.17596969905389134,-17.705344311521614,-0.3684775076220626,-17.105343930051887,-0.35599050701669277,-25.34528528861817,-0.5274773192093622,-24.945285252855385,-0.5191526566875104
2020-03-27,-0.8047153634540223,-0.019182725835965767,41.95000076293945,40.80000114440918,-38.0746872109882,0.23015169123171428,-30.704715935658612,-0.7319360042249287,-29.704715935658612,-0.708098102393865,-21.00471517271916,-0.5007083382767346,-20.104715554188886,-0.47925423572221504,-16.204714981984296,-0.3862864049409096,-15.354715315770306,-0.36602419634126354,-10.504715649556317,-0.2504103804173625,-9.90471550650517,-0.23610763590868508,-5.204715220402875,-0.12406949048260704,-4.70471528000752,-0.11215054098792485
2020-03-30,11.831650452635364,0.38228273103554145,30.949999809265137,30.0,-1.518447203614637,0.06704630780943227,-6.018447203614636,-0.1944570998612079,-5.16844682214491,-0.16699343631652278,0.8316504526353636,0.026870774079501034,1.5316505003190795,0.04948790015373659,4.731650548002795,0.1528804709907086,5.1816504764772215,0.16742004873699715,8.081650452635364,0.26111956389143676,8.456650452635364,0.27323588060584725,10.581650422833041,0.3418950076912549,10.806650431773738,0.34916479800877664
2020-03-31,10.327590495941362,0.3247669996496209,31.799999713897705,30.799999237060547,-15.062496631744185,0.21386812753188653,-9.872409313323775,-0.31045312585362034,-9.07240959942607,-0.28529590191980764,-1.4724096947935017,-0.04630219207675047,-0.8724097901609333,-0.027434270377671103,2.3275902575227825,0.0731946628447781,2.827590376732072,0.08891793717521063,6.127590448257646,0.19269152526374633,6.452590436336717,0.2029116507669876,8.777590484020433,0.2760248604714396,9.027590484020433,0.2838864957622959
2020-04-01,15.16587524106819,0.5377969889079162,28.200000286102295,27.300000190734863,-7.634124949666675,0.20554269519360752,-1.5341245681969475,-0.05440157988058619,-0.884124711248095,-0.031351939797100464,4.165875241068189,0.14772607087955394,4.715875193384473,0.16722961509006018,9.615875288751905,0.3409884819572453,9.990875288751905,0.35428635416275767,11.66587524106819,0.41368351498980094,12.04087524106819,0.42698138719531326,14.16587524106819,0.5023359963598832,14.340875238087957,0.5085416699501071
2020-04-03,10.880590952221205,0.44140329089668146,24.649999618530273,23.699999809265137,0.8304934867060678,0.1138183104817226,-2.9194092385136585,-0.11843445369950577,-2.2194089524113636,-0.09003687573053575,2.2805910475886364,0.09251890802765919,2.8305909999049206,0.11483127966367454,6.980590856853773,0.2831882744373844,7.25559089261656,0.2943444626734305,8.480590976063063,0.3440402071928595,8.755590952221205,0.35519639301086714,10.130590952221205,0.4109773269369823,10.280590943280508,0.41706251936621636
2020-04-06,-5.263384038006672,-0.25737819496810105,20.449999809265137,19.699999809265137,8.716547793353191,0.20539127328262904,3.0165475072508965,0.14750843693818572,3.616547411883465,0.17684828584912463,-6.233452254330524,-0.30481429400827564,-5.883452349697956,-0.287699384086663,-8.013384038006672,-0.39185252385068997,-7.713384026085743,-0.3771825964805679,-6.463384055888065,-0.3160579029912629,-6.313384064828762,-0.308722940034865,-5.713384055888065,-0.2793830860232841,-5.638384049182543,-0.2757156039985878
2020-04-08,-1.7171799313896932,-0.07154916380790388,24.0,23.199999809265137,0.06280072809517012,0.2702699747262801,-5.237199462639693,-0.21821664427665388,-4.687199510323409,-0.1952999795968087,-8.41717997907341,-0.3507158324613921,-8.017179883705978,-0.3340491618210824,-4.917179859864119,-0.20488249416100499,-4.642179883705977,-0.19342416182108238,-3.667179979073409,-0.15279916579472538,-3.4421799701327123,-0.14342416542219635,-2.1671799492710866,-0.09029916455296194,-2.042179943683151,-0.08509083098679797
