date,ride_leg,jump_pct,direction,S_settle_stressed,pay_ride_pts,resid_hedge_pts,r_book_units,r_ride_flat_units,r_ride_hedged_units,r_hold_units,d_book_units,d_ride_flat_units,d_ride_hedged_units,d_hold_units,d_book_dollars,d_ride_flat_dollars,d_ride_hedged_dollars,d_hold_dollars
2021-06-16,call,-5.0,away from it,4020.7799072265625,0.0,-32.39472444824146,-0.021516233881570715,0.02317650397645707,-1.786584628741375,-11.389613570967756,0.0,0.0,-1.735361775310846,-11.336328882950891,0.0,0.0,-3106.2975943561137,-20292.028808593754
2021-06-16,call,-3.0,away from it,4105.427905273437,0.0,-19.436834668944904,-0.021516233881570715,0.02317650397645707,-1.0626801756542437,-6.660675157789649,0.0,0.0,-1.0114573222237146,-6.607390469772784,0.0,0.0,-1810.508616426458,-11827.22900390627
2021-06-16,call,-2.0,away from it,4147.751904296875,0.0,-12.957889779296558,-0.021516233881570715,0.02317650397645707,-0.7007279491106742,-4.29620595120057,0.0,0.0,-0.6495050956801451,-4.242921263183705,0.0,0.0,-1162.614127461623,-7594.829101562482
2021-06-16,call,-1.0,away from it,4190.075903320312,0.0,-6.478944889648348,-0.021516233881570715,0.02317650397645707,-0.3387757225671124,-1.9317367446115419,0.0,0.0,-0.2875528691365834,-1.8784520565946765,0.0,0.0,-514.7196384968021,-3362.4291992187855
2021-06-16,call,1.0,toward the ridden leg,4274.723901367188,29.723901367187864,6.478944889648348,-0.021516233881570715,-1.637376636181374,-1.2754244096378045,-0.8032342191993851,0.0,-1.660553140157831,-1.2242015562072754,-0.7499495311825198,0.0,-2972.3901367187864,-2191.320797285919,-1342.4096679687866
2021-06-16,call,2.0,toward the ridden leg,4317.047900390625,72.04790039062482,12.957889779296558,-0.021516233881570715,-4.001845842770402,-3.2779413896832708,-3.167703425788413,0.0,-4.0250223467468595,-3.2267185362527417,-3.1144187377715475,0.0,-7204.790039062484,-5775.8262106647935,-5574.809570312482
2021-06-16,call,3.0,toward the ridden leg,4359.371899414063,114.37189941406268,19.436834668944904,-0.021516233881570715,-6.366315049359481,-5.28045836972878,-5.532172632377492,0.0,-6.389491553335938,-5.229235516298251,-5.478887944360626,0.0,-11437.18994140627,-9360.331624043747,-9807.209472656268
2021-06-16,call,5.0,toward the ridden leg,4444.0198974609375,199.0198974609375,32.39472444824146,-0.021516233881570715,-11.095253462537586,-9.285492329819757,-10.261111045555598,0.0,-11.118429966514043,-9.234269476389228,-10.207826357538734,0.0,-19901.989746093746,-16529.342450801574,-18272.00927734375
