date,K_c,K_p,S_1530,S_close,entry_mid,entry_bid,ask_c_1530,ask_p_1530,hedge_exit_pts,hedge_hold_pts,ride_leg,case,K_ride,dist_ride_pts,total_vol_1530_mid,implied_last_bar_pts,dist_in_implied_moves,ask_ride_pts,ask_buyback_pts,pay_ride_pts,pay_buyback_pts,saved_pts,delta_ride_1530,resid_hedge_pts,settle_move_pts,r_book,r_ride_flat,r_ride_hedged,r_hold,r_book_pts,r_ride_flat_pts,r_ride_hedged_pts,r_hold_pts
2020-02-03,3260.0,3255.0,3256.3798828125,3248.919921875,11.799999952316284,11.5,1.0499999523162842,1.899999976158142,-4.659811353811889,-3.651009876074354,call,between,3260.0,3.6201171875,0.0018430132944124511,6.001551415680697,0.6031968963960639,1.0499999523162842,1.899999976158142,0.0,6.080078125,1.0499999523162842,0.2733627126652517,-2.0392751582518143,-7.4599609375,0.32967701130795846,0.4186600584740031,0.245840129110231,0.14990779712489888,3.8901887177136847,4.940188670029969,2.900913511778155,1.7689119989256459
2020-02-05,3325.0,3320.0,3334.9599609375,3334.68994140625,8.549999952316284,8.299999713897705,10.800000190734863,0.15000000596046448,4.99678086990121,4.7384264064106665,put,call in the money,3320.0,14.9599609375,0.0016835305305956116,5.61450691255223,2.664519105685727,0.15000000596046448,10.800000190734863,0.0,9.68994140625,0.15000000596046448,-0.004068132732143237,0.0010984752933960987,-0.27001953125,0.2744772397885008,0.2920211002325968,0.29214957687581583,0.3916356412553233,2.3467803871035873,2.4967803930640518,2.4978788683574478,3.3484847140583716
2020-02-07,3335.0,3330.0,3328.110107421875,3327.7099609375,8.74999988079071,8.399999856948853,0.4000000059604645,3.5999999046325684,-4.537221928663217,-4.346561608713388,call,put in the money,3335.0,6.889892578125,0.0019077865660074647,6.349323753133113,1.085138015639089,0.4000000059604645,3.5999999046325684,0.0,2.2900390625,0.4000000059604645,0.13990149333926888,-0.05598109071852092,-0.400146484375,-0.015682512477359845,0.030031774540929545,0.023633935514506373,0.20153133825827116,-0.1372219823073975,0.262778023653067,0.2067969329345461,1.763399185735465
2020-02-10,3340.0,3335.0,3346.72998046875,3352.090087890625,7.7499998807907104,7.5,7.400000095367432,0.15000000596046448,2.4233630832565356,7.338205174974359,put,call in the money,3335.0,11.72998046875,0.0014207513713654961,4.754871209340997,2.466939681921631,0.15000000596046448,7.400000095367432,0.0,12.090087890625,0.15000000596046448,-0.006389906621729113,-0.03425058590821843,5.360107421875,0.30624038947552756,0.3255952292520103,0.3211757987442612,0.3545957840800607,2.3733629819286395,2.523362987889104,2.4891124019808855,2.748117284349359
2020-02-12,3375.0,3370.0,3377.27001953125,3379.449951171875,7.024999976158142,6.799999952316284,3.4000000953674316,0.3499999940395355,-0.9564294966322889,0.45679084994722186,put,call in the money,3370.0,7.27001953125,0.0013064254274032356,4.412151428722247,1.647726658682562,0.3499999940395355,3.4000000953674316,0.0,4.449951171875,0.3499999940395355,-0.049016979953504736,-0.10685366552852632,2.179931640625,0.2980171350010406,0.34783919837860444,0.33262871213075074,0.3995501266782239,2.093570366277028,2.4435703603165635,2.3367166947880373,2.806839630388506
2020-02-14,3380.0,3375.0,3371.989990234375,3380.159912109375,6.600000023841858,6.400000095367432,0.20000000298023224,4.099999904632568,0.0008695475693860644,-5.208146598797083,call,put in the money,3380.0,8.010009765625,0.0016202002232622342,5.463298935015754,1.4661489076291783,0.20000000298023224,4.099999904632568,0.159912109375,0.0,0.04008789360523224,0.0714296222922372,0.5835744336883364,8.169921875,0.31831359511133783,0.3243875183629164,0.41280788678416347,0.1563547550708425,2.100869735324017,2.1409576289292493,2.7245320626175857,1.0319413871953484
2020-02-18,3370.0,3365.0,3372.1298828125,3370.2900390625,7.699999928474426,7.5,3.299999952316284,0.44999998807907104,-5.613182665238658,-6.750638368335824,put,call in the money,3365.0,7.1298828125,0.0013707159383058807,4.622232176408636,1.5425194019655994,0.44999998807907104,3.299999952316284,0.0,0.2900390625,0.44999998807907104,-0.06034339049180015,0.11102240985014794,-1.83984375,-0.24197176921314065,-0.18353021177688908,-0.16911171685722165,0.05965228226374536,-1.8631826056340133,-1.4131826175549422,-1.3021602077047942,0.4593225691641756
2020-02-19,3390.0,3385.0,3389.389892578125,3386.14990234375,5.174999952316284,5.0,1.2999999523162842,0.5,-1.1744815572650253,-2.121660059458775,put,between,3385.0,4.389892578125,0.0012233209937820276,4.146311811703431,1.0587463696613542,0.5,1.2999999523162842,0.0,0.0,0.5,-0.1509375567141742,0.4890362097543471,-3.239990234375,0.3914045428178384,0.48802290119602626,0.5825226527439387,0.5562009598189281,2.0255184904186905,2.5255184904186905,3.0145547001730377,2.8783399405412244
2020-02-21,3345.0,3340.0,3332.4599609375,3337.75,12.649999856948853,12.299999713897705,0.20000000298023224,8.899999618530273,0.5831219345000334,-3.2065759858027185,call,put in the money,3345.0,12.5400390625,0.0026982289945854483,8.991740089896654,1.39461760873074,0.20000000298023224,8.899999618530273,0.0,2.25,0.20000000298023224,0.08213964674418678,0.434521939856699,5.2900390625,0.29906103317535626,0.31487131026957843,0.34922087112099687,0.5409821190105217,3.7831220268872325,3.9831220298674648,4.417643969724164,6.8434237280949874
2020-02-24,3250.0,3245.0,3242.360107421875,3225.889892578125,17.399999618530273,16.899999618530273,1.899999976158142,6.699999809265137,-7.610530364895423,-2.633682390008077,call,put in the money,3250.0,7.639892578125,0.003984022521591756,12.917635691079417,0.5914311845317725,1.899999976158142,6.699999809265137,0.0,19.110107421875,1.899999976158142,0.27799179402219687,-4.578584572345079,-16.47021484375,0.039624682949838425,0.14882008627241788,-0.11431696388412795,-0.2783787528474638,0.6894694682115716,2.5894694443697137,-1.9891151279753654,-4.8437901933528025
2020-02-26,3175.0,3170.0,3122.77001953125,3116.389892578125,24.450000286102295,23.800000190734863,0.05000000074505806,49.79999923706055,12.276292344403105,18.62386329172702,call,put in the money,3175.0,52.22998046875,0.00558118346111826,17.428752385883758,2.9967710431788075,0.05000000074505806,49.79999923706055,0.0,53.610107421875,0.05000000074505806,0.00149387264470896,-0.009531097125043762,-6.380126953125,-0.5633417808382111,-0.5612967910566167,-0.5616866109753699,-0.4575150841929244,-13.773706702667637,-13.723706701922577,-13.733237799047622,-11.186243939413117
2020-02-28,2900.0,2895.0,2889.0,2954.219970703125,59.0,57.20000076293945,10.100000381469727,19.299999237060547,-19.25824773190751,-30.640324311016823,call,put in the money,2900.0,11.0,0.012913633144880338,37.307486155559296,0.2948469900687977,10.100000381469727,19.299999237060547,54.219970703125,0.0,-44.11997032165527,0.38674989397480897,25.22381675447374,65.219970703125,0.1447754815678249,-0.6030206255788746,-0.17549830770643834,-0.4688185466305486,8.54175341250167,-35.5782169091536,-10.354400154679862,-27.66029425120237
2020-03-02,2990.0,2985.0,3033.330078125,3090.22998046875,42.60000038146973,40.5,46.400001525878906,0.550000011920929,-12.698006126723998,42.41859219999289,put,call in the money,2985.0,48.330078125,0.007033490314172327,21.334897724179775,2.265306295339087,0.550000011920929,46.400001525878906,0.0,100.22998046875,0.550000011920929,-0.011103800568992073,-0.6318051680201247,56.89990234375,-0.4494837439685303,-0.43657294568224275,-0.45140405277995416,-0.4063706129985687,-19.14800766452383,-18.598007652602902,-19.229812820623028,-17.311388268757113
2020-03-04,3050.0,3045.0,3110.800048828125,3130.1201171875,39.29999923706055,38.29999923706055,63.70000076293945,0.15000000596046448,30.14867269067472,49.4565658358407,put,call in the money,3045.0,65.800048828125,0.005962928300553628,18.549477648520835,3.547272331594308,0.15000000596046448,63.70000076293945,0.0,80.1201171875,0.15000000596046448,-0.00016716225291801834,-0.0032295861534832474,19.320068359375,0.11701453557532707,0.12083132969421885,0.12074915192790385,0.19431165480023596,4.598671158835348,4.748671164795812,4.745441578642329,7.636447885401245
2020-03-06,2970.0,2965.0,2920.989990234375,2972.3701171875,46.39999961853027,45.19999885559082,0.8999999761581421,48.0,3.5157720117791804,-41.85817792910122,call,put in the money,2970.0,49.010009765625,0.010009351007795347,29.237214102512564,1.6762886365911729,0.8999999761581421,48.0,2.3701171875,0.0,-1.470117211341858,0.0486926928026159,2.501836737887921,51.380126953125,-0.0039704549634213306,-0.03565401581316653,0.018264879843220266,0.02094189109867028,-0.18422910878814136,-1.6543463201299995,0.8474904177579216,0.9717037389896036
2020-03-09,2785.0,2780.0,2777.1298828125,2746.56005859375,68.24999809265137,65.89999771118164,12.600000381469727,18.0,-16.983638642487044,-13.845232572842406,call,put in the money,2785.0,7.8701171875,0.014163289595571199,39.33329477478814,0.20008792125252087,12.600000381469727,18.0,0.0,33.43994140625,12.600000381469727,0.4235877945083455,-12.949004419328118,-30.56982421875,0.26837156335682055,0.45298695872085937,0.26325795093759957,0.2727446776895007,18.31635868722487,30.916359068694597,17.967354649366477,18.614823732089235
2020-03-11,2785.0,2780.0,2726.419921875,2741.3798828125,52.19999980926514,50.39999961853027,1.9500000476837158,58.099998474121094,12.396963942675244,0.0655603059471872,call,put in the money,2785.0,58.580078125,0.014926781489971005,40.69667442373194,1.4394315740659018,1.9500000476837158,58.099998474121094,0.0,38.6201171875,1.9500000476837158,0.0782794758263009,1.171057900569437,14.9599609375,0.05262385152179906,0.08998017441085786,0.11241423389071215,0.22692419119271676,2.746965039400708,4.696965087084424,5.868022987653861,11.84544273697746
2020-03-13,2540.0,2535.0,2586.080078125,2711.02001953125,78.0,76.0999984741211,59.400001525878906,12.100000381469727,-8.475026958188685,68.99890013247418,put,call in the money,2535.0,51.080078125,0.021847612992495977,56.49967671447876,0.9040773522144788,12.100000381469727,59.400001525878906,0.0,171.02001953125,12.100000381469727,-0.17773036648941587,-22.205621575298956,124.93994140625,-0.04967987681302852,0.10544833320581413,-0.17923912288776223,-0.3323220631365991,-3.8750303914162245,8.224969990053502,-13.980651585245454,-25.92112092465473
2020-03-16,2505.0,2500.0,2455.1298828125,2386.1298828125,94.30000114440918,90.70000076293945,8.899999618530273,49.79999923706055,-14.99069740114904,27.070844274422917,call,put in the money,2505.0,49.8701171875,0.02194709944733901,53.882979694219706,0.9255263437639811,8.899999618530273,49.79999923706055,0.0,113.8701171875,8.899999618530273,0.18265899920870737,-12.603470945400808,-69.0,0.18037438281842516,0.27475401707633984,0.14110109244805588,0.04136508804373048,17.00930450619959,25.909304124729868,13.305833179329055,3.9007278498623705
2020-03-18,2400.0,2390.0,2314.9599609375,2398.10009765625,73.19999885559082,71.5,4.699999809265137,81.9000015258789,-1.9878497572433815,-65.3260792323625,call,put in the money,2400.0,85.0400390625,0.028396133714884482,65.735912595385,1.2936618007562315,4.699999809265137,81.9000015258789,0.0,0.0,4.699999809265137,0.10450927496538326,8.688915408999401,83.14013671875,-0.2334405923434287,-0.16923294367204947,-0.05053191163868948,0.08434318120437989,-17.087851092387425,-12.387851283122286,-3.6989358741228866,6.173920767637497
2020-03-20,2455.0,2450.0,2343.639892578125,2304.919921875,51.64999961853027,49.599998474121094,0.8500000238418579,111.69999694824219,36.73821607719082,74.42356371341262,call,put in the money,2455.0,111.360107421875,0.02037313972469869,47.74730299587196,2.3322805778475644,0.8500000238418579,111.69999694824219,0.0,145.080078125,0.8500000238418579,0.011653064196775031,-0.4512063043007641,-38.719970703125,-0.5074885307718033,-0.49103160860104483,-0.4997674519240502,-0.4076769814711077,-26.21178242077213,-25.361782396930273,-25.81298870123104,-21.056515937466287
2020-03-23,2250.0,2240.0,2208.8701171875,2237.39990234375,65.09999942779541,63.49999809265137,4.699999809265137,39.900001525878906,-17.8761207532994,-34.03662170903292,call,put in the money,2250.0,41.1298828125,0.020328414675626023,44.90282770678615,0.9159753385928534,4.699999809265137,39.900001525878906,0.0,2.60009765625,4.699999809265137,0.18475604856564853,5.271050371895644,28.52978515625,0.015727742138362682,0.08792436042678622,0.16889287683579085,0.41264637424710593,1.0238760042079242,5.723875813473061,10.994926185368705,26.863278727368446
2020-03-25,2465.0,2460.0,2544.02001953125,2475.56005859375,65.1500015258789,63.60000228881836,82.0,0.25,22.386499706891094,-44.37840799289415,put,call in the money,2460.0,84.02001953125,0.014516755845764208,36.93091749027145,2.2750590898095893,0.25,82.0,0.0,10.56005859375,0.25,-0.010156040966117663,0.695282167820065,-68.4599609375,0.05735229329542285,0.06118959174737599,0.07186161249236224,0.13294759016595992,3.736501995709453,3.986501995709453,4.681784163529518,8.661535702174213
2020-03-27,2545.0,2540.0,2607.02001953125,2541.469970703125,53.55000019073486,51.69999885559082,67.5,0.8500000238418579,19.6730747542403,-40.89341233952166,put,call in the money,2540.0,67.02001953125,0.014147145582743974,36.88189175343663,1.8171524383644206,0.8500000238418579,67.5,0.0,0.0,0.8500000238418579,-0.03230087627837297,2.1173240172385728,-65.550048828125,0.056453288052691925,0.07232630431439725,0.11186550150761984,0.2018036690490787,3.0230735859892626,3.8730736098311205,5.990397627069694,10.80658651606916
2020-03-30,2580.0,2575.0,2607.679931640625,2626.64990234375,42.89999961853027,41.60000038146973,31.299999237060547,2.200000047683716,0.8963841716874068,14.368015865997295,put,call in the money,2575.0,32.679931640625,0.01101287048507274,28.71804135368154,1.1379582346215809,2.200000047683716,31.299999237060547,0.0,46.64990234375,2.200000047683716,-0.12493983416083443,-2.370104993684325,18.969970703125,0.20970595217737395,0.2609880050269373,0.2057408018856911,0.2172054542325018,8.99638526841287,11.196385316096588,8.826280322412261,9.318113903717022
2020-03-31,2630.0,2625.0,2575.550048828125,2584.590087890625,38.000000953674316,37.20000076293945,0.5,52.5,10.066416678631944,1.6649955192163581,call,put in the money,2630.0,54.449951171875,0.010973325189264322,28.26234822701662,1.9265897771305873,0.5,52.5,0.0,40.409912109375,0.5,0.028633644286951143,0.2588492628557683,9.0400390625,-0.1508837477509118,-0.13772585334428933,-0.1309140308085128,-0.04065567864333979,-5.733582558428603,-5.233582558428603,-4.974733295572835,-1.5449158272191885
2020-04-01,2515.0,2510.0,2458.1298828125,2470.5,36.65000057220459,35.39999961853027,0.20000000298023224,53.5,19.94910147329111,7.816735071422073,call,put in the money,2515.0,56.8701171875,0.009272488717819487,22.792981605313845,2.4950714291034912,0.20000000298023224,53.5,0.0,39.5,0.20000000298023224,0.00690971564716597,0.08547399228774545,12.3701171875,0.044995936237224234,0.0504529621542146,0.052785131075176885,0.10141158613708517,1.6491010888411495,1.8491010918213817,1.9345750841091272,3.7167346899523466
2020-04-03,2505.0,2500.0,2480.889892578125,2488.64990234375,33.90000057220459,32.80000114440918,2.299999952316284,23.200000762939453,-1.2552614714705308,-6.1244667052174515,call,put in the money,2505.0,24.110107421875,0.009622091390902258,23.871349277152405,1.01000187052481,2.299999952316284,23.200000762939453,0.0,11.35009765625,2.299999952316284,0.15855914306928087,1.230420498646751,7.760009765625,0.17831088069771703,0.24615748581553842,0.28245307513348084,0.45207777357701334,6.044738957682911,8.344738909999196,9.575159408645947,15.325436782941729
2020-04-06,2600.0,2595.0,2637.510009765625,2663.679931640625,29.050000190734863,28.100000381469727,39.29999923706055,0.25,13.902739726304379,39.475200337834664,put,call in the money,2595.0,42.510009765625,0.006656567634696922,17.556763767195022,2.42128961403783,0.25,39.29999923706055,0.0,63.679931640625,0.25,-0.007255747076619468,-0.1898823341398911,26.169921875,0.08443169895385508,0.09303755087669721,0.08650115387521107,0.13408843556296218,2.4527408707135585,2.7027408707135585,2.5128585365736673,3.895269078679391
2020-04-08,2700.0,2695.0,2745.179931640625,2749.97998046875,30.850000381469727,29.800000190734863,47.099998474121094,0.30000001192092896,12.227901206985484,16.90608179967298,put,call in the money,2695.0,50.179931640625,0.007796562974265063,21.402968212724794,2.344531428626396,0.30000001192092896,47.099998474121094,0.0,49.97998046875,0.30000001192092896,-0.008895071931534826,-0.042696779601051324,4.800048828125,-0.17413604609056874,-0.16441157256670044,-0.16579558485432097,-0.10612312602461582,-5.372097088321675,-5.0720970764007465,-5.114793856001798,-3.273898478342158
2020-04-09,2805.0,2800.0,2788.5400390625,2789.820068359375,34.59999942779541,33.79999923706055,4.800000190734863,17.799999237060547,-9.951432274126688,-10.441947231053247,call,put in the money,2805.0,16.4599609375,0.009841947537463994,27.44466477057092,0.5997508468440145,4.800000190734863,17.799999237060547,0.0,10.179931640625,4.800000190734863,0.2765562566727961,0.3540001107752612,1.280029296875,0.03608576750829163,0.1748140990145301,0.18504531625816048,0.38087053709012053,1.2485675351384486,6.048567725873312,6.402567836648573,13.1781203653823
2020-04-13,2735.0,2730.0,2755.179931640625,2761.6298828125,30.65000009536743,29.800000190734863,23.0,0.800000011920929,1.7020690865133896,6.952047088986355,put,call in the money,2730.0,25.179931640625,0.006197714330912093,17.0758181465705,1.4745959124472243,0.800000011920929,23.0,0.0,26.6298828125,0.800000011920929,-0.06885437982034759,-0.4441073878109773,6.449951171875,0.25129100298082696,0.27739214521350986,0.2629025078096228,0.33025006315582767,7.7020692653273235,8.502069277248253,8.057961889437276,10.122164467221218
2020-04-15,2775.0,2770.0,2786.5400390625,2783.360107421875,29.0,28.399999618530273,14.899999618530273,1.75,-5.632447771260407,-7.508812070862714,put,call in the money,2770.0,16.5400390625,0.006085244515550965,16.956777490068248,0.975423489055492,1.75,14.899999618530273,0.0,8.360107421875,1.75,-0.1632377971729464,0.5190850361761784,-3.179931640625,0.21095007685308942,0.2712949044392963,0.28919438844537143,0.4321062112342262,6.117552228739593,7.867552228739593,8.386637264915771,12.53108012579256
2020-04-17,2845.0,2840.0,2852.590087890625,2874.56005859375,27.40000009536743,26.800000190734863,11.5,2.200000047683716,-3.2940771692565196,6.996192392008016,put,call in the money,2840.0,12.590087890625,0.005621541371335194,16.035953194537846,0.7851162782710931,2.200000047683716,11.5,0.0,29.56005859375,2.200000047683716,-0.21485735376932436,-4.7204097676630195,21.969970703125,0.3578803992578282,0.43817237152156824,0.26589464337436625,0.15460342971710755,9.805922973794628,12.005923021478344,7.285513253815324,4.236133988992879
2020-04-20,2860.0,2855.0,2830.5400390625,2823.159912109375,23.65000009536743,23.199999809265137,0.5,26.100000381469727,-0.33602561492781025,6.003796528602423,call,put in the money,2860.0,29.4599609375,0.006364047882600915,18.013692342212817,1.6354204556088867,0.5,26.100000381469727,0.0,31.840087890625,0.5,0.0522352066289527,-0.3855024563443875,-7.380126953125,-0.15797150833264537,-0.13682985936927222,-0.15313017458237446,-0.11147110114700753,-3.7360261871324,-3.2360261871324,-3.6215286434767875,-2.6362915527574406
2020-04-22,2785.0,2780.0,2806.280029296875,2799.31005859375,24.40000009536743,23.800000190734863,26.5,0.44999998807907104,6.688029846208558,0.37581664488097477,put,call in the money,2780.0,26.280029296875,0.005015209973383726,14.074083591037262,1.867263976861044,0.44999998807907104,26.5,0.0,14.31005859375,0.44999998807907104,-0.03015045367737179,0.2101477788172088,-6.969970703125,0.1450012309440965,0.1634438533342705,0.1720564671865593,0.4043343525944881,3.5380300488643495,3.9880300369434205,4.19817781576063,9.865758241865837
2020-04-24,2805.0,2800.0,2835.169921875,2836.739990234375,19.5,18.899999618530273,32.29999923706055,0.15000000596046448,14.315758825353672,15.867696934780074,put,call in the money,2800.0,35.169921875,0.004502561163563044,12.765525982336444,2.7550703295472774,0.15000000596046448,32.29999923706055,0.0,31.739990234375,0.15000000596046448,-0.0027897625622709255,-0.004380117929190509,1.570068359375,0.039269702608355606,0.046962010606328146,0.04673738917406197,0.1552669907146332,0.7657592008629344,0.9157592068233988,0.9113790888942084,3.0277063189353477
2020-04-27,2865.0,2860.0,2881.050048828125,2878.47998046875,14.700000047683716,14.300000190734863,17.5,0.25,4.230870640294365,1.8126096200161426,put,call in the money,2860.0,21.050048828125,0.0033075651192569465,9.529260648337429,2.2089907711567953,0.25,17.5,0.0,13.47998046875,0.25,-0.013367923151841876,0.03435647632310533,-2.570068359375,0.053120464523554255,0.07012726718947619,0.07246444244197008,0.17909043084770807,0.7808708310292287,1.0308708310292287,1.065227307352334,2.632629342001006
2020-04-29,2935.0,2930.0,2953.820068359375,2939.510009765625,18.300000190734863,17.90000057220459,21.899999618530273,0.44999998807907104,5.820686322376401,-7.516808170465959,put,call in the money,2930.0,23.820068359375,0.003882892444311013,11.469365625286857,2.0768427075738325,0.44999998807907104,21.899999618530273,0.0,4.510009765625,0.44999998807907104,-0.018385353764396428,0.263095489635335,-14.31005859375,0.07490094391723637,0.09949110694395055,0.11386790950641926,0.32093893851909217,1.3706872879716467,1.8206872760507178,2.0837827656860526,5.873182636113631
