date,K_c,K_p,S_1530,S_close,entry_mid,entry_bid,ask_c_1530,ask_p_1530,hedge_exit_pts,hedge_hold_pts,ride_leg,case,K_ride,dist_ride_pts,total_vol_1530_mid,implied_last_bar_pts,dist_in_implied_moves,ask_ride_pts,ask_buyback_pts,pay_ride_pts,pay_buyback_pts,saved_pts,delta_ride_1530,resid_hedge_pts,settle_move_pts,r_book,r_ride_flat,r_ride_hedged,r_hold,r_book_pts,r_ride_flat_pts,r_ride_hedged_pts,r_hold_pts
2020-01-03,3235.0,3230.0,3238.300048828125,3234.85009765625,8.900000095367432,8.599999904632568,4.300000190734863,0.5,-2.8714302903850735,-5.084611012365924,put,call in the money,3230.0,8.300048828125,0.0017736069422566044,5.743471447711464,1.4451275511140962,0.5,4.300000190734863,0.0,0.0,0.5,-0.07498908265675852,0.2587086735895153,-3.449951171875,0.10433364197332586,0.16051341665223362,0.18958180663170976,0.39498751175255054,0.9285694235126316,1.4285694235126316,1.6872780971021468,3.5153888922666443
2020-01-06,3235.0,3230.0,3240.5400390625,3246.280029296875,6.199999928474426,6.0,5.900000095367432,0.15000000596046448,2.0679865751205,7.318330706170796,put,call in the money,3230.0,10.5400390625,0.0012559496133754473,4.069955009188204,2.589718814754742,0.15000000596046448,5.900000095367432,0.0,11.280029296875,0.15000000596046448,-0.003938368749443644,-0.022606198161174196,5.739990234375,0.3254816930762692,0.3496752427038372,0.3460290816680359,0.32875829561458414,2.017986473792604,2.1679864797530684,2.145380281591894,2.038301409295796
2020-01-08,3245.0,3240.0,3266.530029296875,3253.050048828125,10.5,10.300000190734863,22.399999618530273,0.05000000074505806,11.82830828884829,-1.6516697277330028,put,call in the money,3240.0,26.530029296875,0.0012961134819902045,4.233793610297537,6.266254744290796,0.05000000074505806,22.399999618530273,0.0,8.050048828125,0.05000000074505806,-1.7680035213629708e-10,2.383265293665407e-09,-13.47998046875,-0.030637251399254984,-0.025875346566392312,-0.025875346339414663,0.05697920332160576,-0.32169113969217733,-0.27169113894711927,-0.27169113656385396,0.5982816348768605
2020-01-10,3285.0,3280.0,3267.570068359375,3265.35009765625,4.899999916553497,4.7499998807907104,0.05000000074505806,14.5,6.694631037361516,8.880632512548319,call,put in the money,3285.0,17.429931640625,0.0017322552935820925,5.660265548065927,3.0793487500918904,0.05000000074505806,14.5,0.0,14.64990234375,0.05000000074505806,0.001069867925860779,-0.002375075451624039,-2.219970703125,-0.6337488031585619,-0.6235447212000816,-0.6240294304841778,-0.20801427913653772,-3.1053690825928317,-3.0553690818477737,-3.0577441572993975,-1.0192699504109708
2020-01-13,3280.0,3275.0,3282.340087890625,3288.1298828125,4.675000071525574,4.5,3.0999999046325684,0.25,-0.16151312847236143,3.8762313731135003,put,call in the money,3275.0,7.340087890625,0.0011847868296076909,3.888873306426163,1.8874587347692409,0.25,3.0999999046325684,0.0,8.1298828125,0.25,-0.029304873293223288,-0.1696692065792945,5.789794921875,0.2114410592024871,0.2649169942132043,0.2286241163557871,0.05269487846940511,0.9884869668950702,1.2384869668950702,1.0688177603157758,0.24634856061350033
2020-01-15,3300.0,3295.0,3284.679931640625,3289.2900390625,6.424999952316284,6.25,0.05000000074505806,11.5,2.7455114757745274,-1.7088360322921416,call,put in the money,3300.0,15.320068359375,0.0016673390748872413,5.476675198522367,2.7973300960970677,0.05000000074505806,11.5,0.0,5.7099609375,0.05000000074505806,0.0028089929407936753,0.012949759204347405,4.610107421875,-0.3975857655920463,-0.3898036642510132,-0.38778813751164276,-0.18191392660956787,-2.5544885249705307,-2.5044885242254726,-2.4915387650211254,-1.1687969697921416
2020-01-17,3325.0,3320.0,3324.280029296875,3329.6201171875,5.2499998807907104,5.099999904632568,1.7000000476837158,0.75,-1.0800780682068467,0.1992008480705687,put,between,3320.0,4.280029296875,0.001560400507023226,5.187208243202028,0.8251122947462327,0.75,1.7000000476837158,0.0,4.6201171875,0.75,-0.2059505906512724,-1.0997942552039262,5.340087890625,0.29903272845514,0.4418898745560731,0.23240524976056084,0.12934925345195614,1.5699217887420058,2.319921788742006,1.2201275335380797,0.6790835652031371
2020-01-21,3320.0,3315.0,3323.949951171875,3320.7900390625,5.349999964237213,5.200000047683716,4.699999809265137,0.20000000298023224,-2.424868771532122,-4.9753605392450115,put,call in the money,3315.0,8.949951171875,0.001243048842251411,4.131832138505834,2.1660974773073693,0.20000000298023224,4.699999809265137,0.0,0.7900390625,0.20000000298023224,-0.01728487948675206,0.054618699999275364,-3.159912109375,-0.3971716916444377,-0.3597885132673987,-0.34957941039555174,-0.10568216034407182,-2.1248685360937754,-1.9248685331135431,-1.8702498331142678,-0.5653995540612957
2020-01-22,3335.0,3330.0,3321.7099609375,3321.75,4.774999916553497,4.600000023841858,0.05000000074505806,8.600000381469727,1.9877730204995632,1.9504708749837874,call,put in the money,3335.0,13.2900390625,0.0016239883450547923,5.394418262214909,2.463664924833471,0.05000000074505806,8.600000381469727,0.0,8.25,0.05000000074505806,0.006758320056468592,0.0002705967991359495,0.0400390625,-0.43188007830622943,-0.421408873778723,-0.4213522042910026,-0.3559223310732625,-2.0622273378733635,-2.0122273371283055,-2.0119567403291696,-1.6995291011743545
2020-01-24,3320.0,3315.0,3297.219970703125,3295.469970703125,7.550000071525574,7.300000190734863,0.05000000074505806,19.200000762939453,5.053205527964188,6.782888552654154,call,put in the money,3320.0,22.780029296875,0.0023177394661002583,7.6420968545125705,2.9808611079593494,0.05000000074505806,19.200000762939453,0.0,19.530029296875,0.05000000074505806,0.0014777640653854673,-0.002586087114424568,-1.75,-0.9134827787613351,-0.9068602621690995,-0.9072027902604803,-0.7214755631631826,-6.89679504498546,-6.846795044240402,-6.849381131354827,-5.4471405534859825
2020-01-27,3250.0,3245.0,3250.409912109375,3243.6298828125,14.800000190734863,14.400000095367432,3.700000047683716,1.850000023841858,-3.557017609404076,-5.332111351046315,put,call in the money,3245.0,5.409912109375,0.002585834559963438,8.405022284780143,0.6436523219184435,1.850000023841858,3.700000047683716,1.3701171875,0.0,0.4798828363418579,-0.25824921878715257,1.750937269271976,-6.780029296875,0.35763394231246765,0.39005845786364146,0.5083650285870731,0.5201196930821729,5.292982414437782,5.77286525077964,7.523802520051616,7.697771556821117
2020-01-29,3290.0,3285.0,3282.25,3273.39990234375,10.899999856948853,10.5,0.6000000238418579,4.800000190734863,-0.6318359065214673,3.5011041714227895,call,put in the money,3290.0,7.75,0.0024391921459002213,8.006038420881001,0.9680193364781746,0.6000000238418579,4.800000190734863,0.0,11.60009765625,0.6000000238418579,0.166958488022111,-1.4775989235355282,-8.85009765625,0.40992329702218433,0.4649691714915636,0.3294096354431713,0.2202758299709633,4.468163878901811,5.068163902743669,3.590564979208141,2.4010065151727895
2020-01-31,3250.0,3245.0,3221.969970703125,3225.52001953125,15.349999904632568,15.0,0.20000000298023224,24.0,5.831720690706289,2.458549897699235,call,put in the money,3250.0,28.030029296875,0.003946345474310746,12.715006612249402,2.2044840519289535,0.20000000298023224,24.0,0.0,19.47998046875,0.20000000298023224,0.014141025122293482,0.05020132966388416,3.550048828125,-0.21943187838440376,-0.20640256214839042,-0.20313211719882834,-0.13168928883450387,-3.368279312273943,-3.1682793092937107,-3.1180779796298266,-2.021430571050765
