sample,book,n,mean,sd,Sharpe_ann,t_hac,t_lag,MaxDD,worst,worst_date
whole,book (both legs bought back),865,0.04590784013473822,0.3235290821279116,2.252546709416487,4.2515011409458605,14,-6.070172381929876,-2.2028675866604797,2024-04-04
era,book (both legs bought back),489,0.053293323690799435,0.33663382173958073,2.5131321677178398,4.173972917015781,11,-2.4206059081086444,-2.2028675866604797,2024-04-04
whole,"ride, futures flat at 15:30",865,0.05860466187174364,0.3525834078761318,2.638581808185407,5.351666446798992,14,-4.967758942914937,-2.197917091607323,2024-04-04
era,"ride, futures flat at 15:30",489,0.06409699285687236,0.3643734789472882,2.792487039007039,4.752523743924132,11,-2.948152312245746,-2.197917091607323,2024-04-04
whole,"ride, futures held to 16:00",865,0.05745266878474856,0.3416173415701245,2.6697498387424057,5.28233581397986,14,-5.19103089216555,-2.1979172269074536,2024-04-04
era,"ride, futures held to 16:00",489,0.06233277056913913,0.35605363626309366,2.779081452779688,4.724408035261839,11,-2.7956008607972542,-2.1979172269074536,2024-04-04
whole,hold to cash settlement,865,0.08764943962539411,0.38839747325579227,3.5823912734402135,7.1196588221530615,14,-3.8029384196495997,-2.3155274867929365,2023-11-30
era,hold to cash settlement,489,0.08463293146089607,0.40426444456403904,3.3233348969887193,5.625986375387855,11,-3.117675131155588,-2.3155274867929365,2023-11-30
