date,K_c,K_p,S_1530,S_close,entry_mid,entry_bid,ask_c_1530,ask_p_1530,hedge_exit_pts,hedge_hold_pts,ride_leg,case,K_ride,dist_ride_pts,total_vol_1530_mid,implied_last_bar_pts,dist_in_implied_moves,ask_ride_pts,ask_buyback_pts,pay_ride_pts,pay_buyback_pts,saved_pts,delta_ride_1530,resid_hedge_pts,settle_move_pts,r_book,r_ride_flat,r_ride_hedged,r_hold,r_book_pts,r_ride_flat_pts,r_ride_hedged_pts,r_hold_pts,in_sample
2024-05-01,5030.0,5025.0,5079.27001953125,5018.39013671875,37.0,36.79999923706055,50.599998474121094,0.20000000298023224,2.66130525200831,-57.79633097392851,put,call in the money,5025.0,54.27001953125,0.003764831900499869,19.122597800783844,2.8380045481595313,0.20000000298023224,50.599998474121094,6.60986328125,0.0,-6.409863278269768,-0.002150775778205549,0.13093897733311732,-60.8798828125,-0.3064511888657424,-0.4796907369270874,-0.47615184564781404,-0.7461133788680531,-11.33869398803247,-17.748557266302235,-17.61761828896912,-27.606195018117962,False
2024-05-02,5040.0,5035.0,5068.47021484375,5064.2001953125,24.199999809265137,24.0,28.600000381469727,0.25,8.938440081869917,4.698760605988673,put,call in the money,5035.0,33.47021484375,0.002225027803571672,11.27748714960223,2.9678787836109866,0.25,28.600000381469727,0.0,24.2001953125,0.25,-0.0014467373712034881,0.006177596831628176,-4.27001953125,0.16894379060428352,0.17927436919810177,0.17952964179646197,0.18589112929523108,4.0884397004001904,4.3384397004001904,4.344617297231818,4.498565293488673,False
2024-05-03,5110.0,5105.0,5131.58984375,5127.7900390625,21.15000009536743,21.0,22.0,0.25,7.653792143581926,3.8776066687088506,put,call in the money,5105.0,26.58984375,0.0016535902536224697,8.485546951213053,3.1335450623131424,0.25,22.0,0.0,17.7900390625,0.25,-0.0008375059284650987,0.003182358952790722,-3.7998046875,0.3027797690168604,0.3146000999328285,0.31475056607649,0.3351095779787381,6.403792143581926,6.653792143581926,6.656974502534716,7.08756760620885,False
2024-05-06,5160.0,5155.0,5166.2900390625,5180.740234375,12.550000190734863,12.400000095367432,7.099999904632568,0.4000000059604645,-0.9029986709947428,10.792811279432197,put,call in the money,5155.0,11.2900390625,0.0012052344176160614,6.226590566465151,1.8131975985871478,0.4000000059604645,7.099999904632568,0.0,20.740234375,0.4000000059604645,-0.03470173153057632,-0.5014467982987674,14.4501953125,0.31848617155643344,0.3503586815071319,0.31040276193121313,0.19542445916536821,3.997001513779656,4.397001519740121,3.895554721441353,2.4525769997996285,False
2024-05-07,5200.0,5195.0,5185.89990234375,5187.7001953125,12.100000143051147,12.0,0.20000000298023224,9.100000381469727,-3.3457235739258158,-4.939915484301575,call,put in the money,5200.0,14.10009765625,0.0013301011585933982,6.8977714684568125,2.0441526253412556,0.20000000298023224,9.100000381469727,0.0,7.2998046875,0.20000000298023224,0.020639648994634607,0.03715741496250869,1.80029296875,-0.05336561576378198,-0.0368366900930588,-0.03376582938866058,-0.019811584212190498,-0.6457239583757746,-0.44572395539554227,-0.40856654043303364,-0.23972017180157487,False
2024-05-08,5190.0,5185.0,5187.7001953125,5187.669921875,12.550000190734863,12.400000095367432,1.75,1.7000000476837158,-3.349309886025959,-3.3499820441102965,put,between,5185.0,2.7001953125,0.0013326637553869613,6.913460024106829,0.3905707566232505,1.7000000476837158,1.75,0.0,0.0,1.7000000476837158,-0.347773422578595,0.010528296972594185,-0.0302734375,0.4462701256205964,0.5817282946920801,0.5825672028046367,0.7211169652362541,5.600690161657757,7.300690209341472,7.3112185063140664,9.050018051257135,False
2024-05-09,5205.0,5200.0,5210.419921875,5214.080078125,12.350000143051147,12.200000286102295,6.699999809265137,0.30000001192092896,-1.8386627841525731,1.0572286499711885,put,call in the money,5200.0,10.419921875,0.0011074204898615524,5.770125782267204,1.805839641663027,0.30000001192092896,6.699999809265137,0.0,9.080078125,0.30000001192092896,-0.035287577030638895,-0.1291580456160494,3.66015625,0.2721730884072051,0.29646458706680046,0.2860064458425089,0.3382308309869777,3.361337680763656,3.661337692684585,3.532179647068535,4.177150811073483,False
2024-05-10,5220.0,5215.0,5223.1298828125,5222.68017578125,13.149999856948853,13.0,4.699999809265137,0.4000000059604645,-1.028296094844874,-1.2972681269294326,put,call in the money,5215.0,8.1298828125,0.0011891262452461944,6.210960825982023,1.3089573481917065,0.4000000059604645,4.699999809265137,0.0,2.68017578125,0.4000000059604645,-0.09500125687904526,0.042722733196094084,-0.44970703125,0.5225630543484996,0.5529813060832395,0.5562301831677148,0.6861259460054503,6.871704089929525,7.271704095889989,7.314426829086083,9.022556091820567,False
2024-05-13,5230.0,5225.0,5221.0400390625,5221.419921875,10.75,10.599999904632568,0.25,5.199999809265137,0.19577994752245015,-0.04850733046589739,call,put in the money,5230.0,8.9599609375,0.0012484443412991795,6.518177892464025,1.3746112924992484,0.25,5.199999809265137,0.0,3.580078125,0.25,0.08490587924811172,0.03225428420655806,0.3798828125,0.4972818644548727,0.5205376784083611,0.5235380769392036,0.6485036696899229,5.345780042889881,5.595780042889881,5.628034327096439,6.971414449166671,False
2024-05-14,5230.0,5225.0,5246.85986328125,5246.68017578125,13.249999761581421,13.099999904632568,17.399999618530273,0.10000000149011612,2.793157697112977,2.615080735613982,put,call in the money,5225.0,21.85986328125,0.001338007422332194,7.020337441007193,3.113790963032941,0.10000000149011612,17.399999618530273,0.0,16.68017578125,0.10000000149011612,-0.0009012988315983961,0.0001619521338028368,-0.1796875,-0.12127109790099072,-0.11372392784140568,-0.1137117050386346,-0.0728373704429609,-1.6068420182748442,-1.506842016784728,-1.5066800646509253,-0.9650951410034496,False
2024-05-15,5285.0,5280.0,5302.419921875,5308.14990234375,12.0,11.900000095367432,17.799999237060547,0.15000000596046448,6.611855656841938,12.32282702776678,put,call in the money,5280.0,22.419921875,0.0012027665319618154,6.377573220438834,3.5154315129066145,0.15000000596046448,17.799999237060547,0.0,23.14990234375,0.15000000596046448,-0.00021295482863881166,-0.001220227008826394,5.72998046875,0.04682137576569656,0.059321376262401936,0.05921969067833307,0.08941039828201758,0.5618565091883587,0.7118565151488232,0.7106362881399968,1.072924779384211,False
2024-05-16,5325.0,5320.0,5309.330078125,5297.10009765625,10.599999904632568,10.5,0.10000000149011612,10.899999618530273,0.7857513078627145,12.330410201177308,call,put in the money,5325.0,15.669921875,0.0012099527824037215,6.424038700727111,2.439263305376162,0.10000000149011612,10.899999618530273,0.0,22.89990234375,0.10000000149011612,0.0074445412993874305,-0.09104659469031103,-12.22998046875,0.026957706642755867,0.03639166913236048,0.027802367669204762,-0.006555862565840334,0.28575168784232496,0.38575168933244103,0.29470509464213007,-0.06949214257269176,False
2024-05-17,5305.0,5300.0,5302.240234375,5303.27001953125,10.199999809265137,10.099999904632568,1.600000023841858,1.7000000476837158,-4.579379637232362,-4.608496560103352,call,between,5305.0,2.759765625,0.0012655012548767031,6.709991670259307,0.4112919599039307,1.600000023841858,1.7000000476837158,0.0,0.0,1.600000023841858,0.34070045634445745,0.3508482726711234,1.02978515625,0.2177078664116777,0.37457061678040837,0.408967506901174,0.5383826909036828,2.2206201958746323,3.82062021971649,4.171468492387613,5.4915033445292165,False
2024-05-20,5325.0,5320.0,5312.1201171875,5308.1298828125,9.599999904632568,9.5,0.10000000149011612,8.0,-0.4481509022624608,3.1431798715044406,call,put in the money,5325.0,12.8798828125,0.0010891823045682957,5.785867231381886,2.2260937379691295,0.10000000149011612,8.0,0.0,11.8701171875,0.10000000149011612,0.01311279680303562,-0.052323132555862836,-3.990234375,0.09915094851074942,0.1095676154361168,0.1041172890740703,0.0805273637170967,0.9518490962474231,1.0518490977375392,0.9995259651816764,0.7730626840044406,False
2024-05-21,5315.0,5310.0,5317.68017578125,5321.41015625,8.900000095367432,8.800000190734863,4.400000095367432,0.3499999940395355,-2.855212512983777,-0.634766728423648,put,call in the money,5310.0,7.68017578125,0.001063971152614523,5.657858305861375,1.357435157627324,0.3499999940395355,4.400000095367432,0.0,6.41015625,0.3499999940395355,-0.08708147953318268,-0.3248122178486243,3.72998046875,0.13424579500465644,0.17357163661017677,0.13707588218679273,0.1971996846634593,1.194787588344119,1.5447875823836545,1.2199753645350302,1.7550772123112153,False
