target,n_blocks,noise_floor,lin_mean,lin_null,pair_mean,pair_null,control_rank,control_pass,stab_lin,stab_lin_null,stab_pair,stab_pair_null,gate_passed
changes,166,0.07761505257063328,0.08820361126508638,0.064811655731658,0.07611967098423891,0.05427645256747479,132,False,0.1355836585369518,0.010226520650096374,0.06546869778303417,0.020715957171692764,False
