r2_joint,r2_deliverable,qlike_joint,qlike_deliverable,dm_t_sqrt,dm_t_sqrt_2020plus,dm_t_qlike,dm_t_qlike_2020plus
0.6064923480254067,0.6063431353710718,0.12669664871351038,0.12651322708234217,0.15646517502330548,1.0482037321555508,-1.060405861060749,0.9058667556645758
