arm,resid_r2,qlike,dqlike_pct_vs_har,dm_t_qlike_vs_har,dm_t_qlike_vs_prev,qlike_2020plus,dm_t_qlike_vs_har_2020plus,n,n_2020plus
har,0.0,0.13274513241670613,0.0,0.0,,0.1468823572364295,0.0,218909,55144
dense,0.020366047059652503,0.12996139337386356,-2.0970554566957733,5.979448118206127,5.979448118206127,0.14268493494754678,3.506120326819747,218909,55144
minimal,0.027369759667694837,0.12976067230478872,-2.248263312999499,5.7021868730416045,0.5202322852255604,0.14290892228672106,2.8448724723655605,218909,55144
dense_daily,0.03765714609518023,0.12744363135176218,-3.9937442288292546,11.356625034636904,8.816575382695502,0.14024467869038143,5.540946842068265,218909,55144
minimal_daily,0.03724134056489059,0.1275180420175614,-3.9376889411930738,9.975970192258478,-0.2061194396397587,0.1406818964766386,4.405788526758862,218909,55144
noise,-0.058697032093851575,0.14218272077175856,7.109555117566546,-8.673626592964386,,0.1592069779606827,-4.950156597182376,218909,55144
