arm,qlike_global,qlike_perslot,dm_t,dm_t_2020plus
har,0.13282828940742367,0.13269304768986862,1.745550647177382,2.0077557129501935
deliverable,0.12660005222813747,0.12647570819616585,1.4256785314484461,2.2391327922528186
