spa_p_family,arm,mean_loss_diff,dm_t,rw_adj_p,r2_gain
0.024,stat_alpha300000,0.0002739624574780385,2.7665874962270673,0.024,0.0044310229863361306
0.024,stat_alpha30000,0.0004160025072454715,2.7053987129847687,0.024,0.006728355005086062
0.024,dyn_alpha300000,0.00015023525045745512,2.1397417655923023,0.028,0.0024298798246408237
0.024,dyn_alpha30000,4.964020897667067e-05,0.3357295883501317,0.743,0.0008028724411619503
0.024,stat_alpha3000,-0.0003469168764586238,-0.7247302179518678,0.9665,-0.0056109755624427216
0.024,stat_alpha300,-0.0038552805890116775,-1.1236450369268962,0.991,-0.062354663722691384
0.024,dyn_alpha3000,-0.0005557576665479409,-2.159870661233078,0.9925,-0.008988731587442844
0.024,dyn_alpha300,-0.002031984822435073,-2.7261808647072523,0.9925,-0.032864982811804055
