bucket,beta,gamma,hac_t_gamma,gamma_h1,gamma_h2
moments,0.7488548912204871,0.04260196113262364,0.8198205644859536,0.10470663634616373,0.028493653750594056
liquidity,0.21717999434271604,-0.10435225507565082,-1.5821531865274476,0.014939166279894195,-0.2259317338334239
implied_vol,0.01509027261430237,-0.07149737088828578,-0.7068596128689588,-0.05914436285492194,-0.07327307676887738
market_vw,0.19325621950370186,0.23266352841213456,1.5643980379832467,-0.09417497116634271,0.3132129755699263
market_ew,-0.01822153799654503,-0.1741804817296606,-1.2649178382059754,-0.07533157724059386,-0.040650191755003034
vol_demand,0.014233069838346855,0.15305740295260706,0.8804982722490045,-0.1451215111243118,0.2501216409828794
sentiment,0.16204315856073043,0.5143659913117963,2.9691174022086058,0.1426247253147622,0.5887513083385976
