n_bins,l2_mean,l2_cv,l1_cv,sum_cv,neg_share,radial_share,tangential_share,min_cos_to_mean,max_angle_deg,K,null_tangential,null_l2_cv
2,0.8942143318380888,0.20439502608417434,0.22727050340747773,0.3625573886435094,0.2857142857142857,0.2044343916884871,0.7955656083115129,0.9274465415373048,21.95978730696425,2,0.938574417202704,0.13319236552579594
3,0.9298153874737425,0.25460454444815106,0.3470174024260122,0.4032797038243545,0.23809523809523808,0.1532667143320724,0.8467332856679276,0.8344146650036476,33.44506177821265,3,0.8828640394351135,0.1996079525556345
5,0.9719790262827036,0.32352443501077227,0.4035412695395552,0.4401300887117378,0.2857142857142857,0.10030308055958097,0.8996969194404191,0.6643869807413787,48.364686599244955,5,0.8768500127006572,0.25254006085391406
