r2_A_monthly,r2_C0_const,r2_C_dial,r2_B_daily,gap_closure_const,gap_closure,g_mean,g_sd,g_ar1_daily,corr_g_volstate
0.03724134056489059,0.031367354007571735,0.04312700131567837,0.04848284528974811,-0.5225267169376477,0.5235652072247274,1.2675623887804217,0.9207512530659516,0.9605491339118885,0.05145361982412524
