scaling,r2_base,r2_dyn100,r2_stat100,dr2_stat_vs_base,dm_t_stat_vs_base,dm_t_dyn_vs_stat,churn
sd_clip4,0.02148355196286178,0.02492329072288746,0.03049291234407081,0.00900936038120903,8.148267694009993,-3.211736506629949,0.259815668202765
sd_noclip,-0.6349865728344746,-0.5567246402275428,-0.9366248829881423,-0.3016383101536677,-1.0212211695346587,1.2777711070049063,0.2566359447004608
robust,-0.5136341222416414,-0.5635196881257898,-0.5350020218787048,-0.021367899637063426,-0.4573859813614947,-0.5028021547261704,0.24211981566820276
center,-0.29266558995112835,-0.2855745885238927,-0.2791538112444154,0.01351177870671294,1.382476035313308,-1.1467836613478288,0.2566359447004608
