lag_blocks,rho_obs,rho_true
1,0.0566748935152453,0.20849112061926384
2,0.003254417525442363,0.011972094074776368
3,0.125876768604237,0.46306551134797574
4,-0.03935579375825904,-0.1447789847423861
5,-0.09972915598403116,-0.36687573985350125
6,-0.06704310083138047,-0.246632862545473
