block,n,picked,agrees_with_14_3,hac_t_selection,r2_pooled,r2_aug,dr2,dm_t
2020+,55144,sentiment,True,3.2821425269895155,0.035769748054163664,0.037106192663102666,0.0013364446089390025,2.353038808734102
<=2019,160910,sentiment,True,3.2821425269895155,0.0273927608106751,0.028205746725086134,0.0008129859144110352,1.9036994862768746
