lam,tangential_raw,tangential_blend,l2_cv_raw,l2_cv_blend
1.0,0.8996969194404194,0.8503214807239182,0.3235244350107729,0.17533372816694173
100.0,0.2529129344941334,0.2369063181454643,0.35620309455985794,0.1854674134509383
10000.0,0.09451511347910503,0.0856678803359754,0.6067071884920782,0.31047061452407476
1000000.0,0.09299551342528718,0.08417545250165037,0.6122294037602196,0.3132457748230088
