feature,max_abs_z,p99.9,p99.99,era_asymmetry,modal_share,status
adj_sumpret2_vwstock_ma_5,82.10588073730469,7.086273890019765,20.88144157714808,4.18447118364376,0.01689347724073205,FAIL
adj_numobs_ma_25,78.80554962158203,46.40993662262033,65.89814580077348,2.013261710249515,0.17482526118204944,FAIL
adj_sumpret2_vwstock_ma_1,78.07005310058594,6.151964157104627,19.14367589682399,3.3959139542113377,0.015172845299546378,FAIL
adj_sumbipow_ewstock_ma_1,77.27742767333984,5.928404870033272,16.0986817741394,5.856987773953411,0.03094667687520067,FAIL
adj_sumbipow_ewstock_ma_5,73.64778137207031,6.849329562187616,18.44318223571571,5.4545596836374575,0.024027102011245853,FAIL
adj_sumbipow_vwstock_ma_1,71.93746948242188,5.452475070953369,11.177699089050293,6.435803013599823,0.027418969761334355,FAIL
adj_sumbipow_vwstock_ma_5,71.28626251220703,6.002018677711506,11.406333923339844,6.249708538370932,0.023549606065845045,FAIL
adj_sumret4_vwstock_ma_1,70.44342041015625,6.346518775939946,20.24698257446289,4.598749784818673,0.014279598574098315,FAIL
adj_stocktwits_sentiment_ma_1,70.34159088134766,5.350647124290861,70.34159088134766,0.055645664939191285,0.2828093226966995,FAIL
adj_stocktwits_sentiment_ma_5,70.34159088134766,14.133815156950929,70.34159088134766,0.04931880803873137,0.2813686021717833,FAIL
adj_stocktwits_sentiment_ma_25,70.34159088134766,26.261897323614253,70.34159088134766,0.04348312839967579,0.28071410341903563,FAIL
adj_sumret2_vwstock_ma_1,68.30646514892578,5.789277832984946,13.885465621948242,4.92141013620081,0.01630483999769485,FAIL
adj_sumret2_vwstock_ma_5,68.26190948486328,6.4860390510560295,16.03888677405897,4.164666114774231,0.017461532761984738,FAIL
adj_sumret4_vwstock_ma_5,67.73847198486328,7.009913444519043,22.728300474699495,4.277310961310984,0.01574913350951287,FAIL
adj_sumabsret_ewstock_ma_5,66.90029907226562,7.354915778160535,23.658269457048313,2.7081625081698433,0.018280685289008537,FAIL
adj_sumabsret_ewstock_ma_1,59.40073776245117,6.7517876625061035,20.948589324951172,2.835548343663452,0.017366856841775954,FAIL
adj_sumpret2_ewstock_ma_5,56.97957992553711,8.055115191459887,24.301823420893328,2.4801327598714376,0.017161039623930778,FAIL
adj_stocktwits_sentiment_ma_125,56.020042419433594,24.510294281007777,50.89217938079416,0.04006742482525744,0.2812451118410762,FAIL
adj_sumret4_ewstock_ma_1,53.264801025390625,6.580077007771504,16.924050787925715,2.5764764614321916,0.01504523862448237,FAIL
adj_sumret4_ewstock_ma_5,53.03059005737305,7.254487041950853,20.104792367728223,2.4782956057639023,0.01597141610478566,FAIL
adj_sumpret2_ewstock_ma_1,52.44088363647461,6.769679821493303,20.80378891754141,2.7901283855039827,0.015201659710044703,FAIL
adj_numobs_ma_5,51.606849670410156,32.42672010803264,50.26736167106456,1.7014697023302958,0.4262433418130027,FAIL
adj_sumret2_ewstock_ma_5,51.2254753112793,7.62409229898586,19.290901825134128,2.803606233492595,0.01714869059086007,FAIL
adj_sumret2_ewstock_ma_1,51.13257598876953,6.826926004410279,16.631132677077705,3.1093217615324917,0.016078441058065152,FAIL
adj_vix3m_ma_3125,50.024383544921875,4.621141683101668,10.314591447726837,0.09313285406469868,0.25037252916429975,FAIL
adj_vvix_ma_3125,30.484996795654297,2.484062451839451,10.509886532679992,inf,0.38523631932952984,FAIL
adj_sellturnover_vwstock_ma_5,48.554386138916016,6.450161243915592,15.440637121091545,0.5441767248121716,0.020174203693184158,warn
adj_sellturnover_vwstock_ma_1,47.72281265258789,5.653362374782563,14.54874520806932,0.5062008358107021,0.019552635695291726,warn
adj_sumret3_ewstock_ma_5,40.969032287597656,5.727071285725412,12.259889956568905,2.5905564977197404,0.018157194958301433,warn
adj_spread_vwstock_ma_5,39.27338790893555,6.314486525059532,12.500972189140112,0.3309743646677804,0.013114673121094619,warn
adj_turnover_vwstock_ma_5,39.071170806884766,6.471500431060829,15.835342582698544,0.6455785253917758,0.020664048671655676,warn
adj_spread_vwstock_ma_1,39.00321960449219,5.778908106804559,12.937350790495906,0.4387654213523257,0.013876196827121769,warn
adj_numobs_ma_125,38.946495056152344,30.824872240067545,38.5580543189997,1.6035117576772793,0.22152107156676298,warn
adj_sumabsret_ewstock_ma_25,38.52259826660156,7.369212587356756,20.12873736244289,2.958771179482116,0.018009006561452906,warn
adj_turnover_vwstock_ma_1,37.129432678222656,5.7552264728546945,16.605573355898073,0.5886478607676895,0.019153350292672084,warn
adj_numobs_ma_1,37.12366485595703,21.68714098358155,36.189705225371206,1.7050397490437716,0.39998106481595824,warn
adj_sumabsret_vwstock_ma_5,36.417049407958984,7.543590545654297,20.02415647239172,0.8985449238994225,0.020713444803938517,warn
adj_sumret3_vwstock_ma_5,34.1778564453125,5.733034173012452,15.770489304350754,3.2297321422697527,0.017424485662772604,warn
adj_sumabsret_vwstock_ma_1,30.84284210205078,6.916591167449951,18.419954299926758,0.8878788279816644,0.020170087348827255,warn
adj_sumbipow_ewstock_ma_25,30.572114944458008,7.908174945355803,20.508812290953372,2.7154183229405393,0.017724978800826564,warn
adj_turnover_ewstock_ma_5,29.87010383605957,6.620510181428377,14.980012752910934,0.9696203265571289,0.02124033688162217,warn
adj_stocktwits_sentiment_ma_3125,28.784645080566406,3.4980293817520147,6.600048026365664,0.04722767499915846,0.29392756880469595,warn
adj_sellturnover_ewstock_ma_5,27.621238708496094,6.6683596134185805,14.468752022262404,0.9811057347437597,0.021602575185029678,warn
adj_sumpret2_ewstock_ma_25,27.59795379638672,8.46966627693388,18.742458437531617,2.2348591528085335,0.018099566137304783,warn
adj_stocktwits_attention_ma_25,27.43752670288086,7.980217629432695,23.56900616340302,0.3666604890065224,0.22755974873834045,warn
adj_sumret2_ewstock_ma_25,27.103118896484375,7.889027547360218,14.478536385534364,2.5640817898972057,0.01819012571315666,warn
adj_sumret3_ewstock_ma_1,26.53226089477539,3.742277405500474,7.456299304962158,2.969802182857698,0.013184650975161978,warn
adj_buyturnover_ewstock_ma_5,26.17206573486328,6.478531360626221,12.88316736774141,1.173061066421483,0.02035120650053101,warn
adj_stocktwits_attention_ma_5,25.742277145385742,7.891124367237302,18.12474429701613,0.3853240283107298,0.2313591345797624,warn
adj_sumret4_vwstock_ma_25,25.12029457092285,7.575336207867024,18.85283139839162,1.931110329103159,0.017226901133641236,warn
adj_turnover_ewstock_ma_1,24.519493103027344,5.7401925349238105,15.448710860054693,1.029781143962556,0.020318275745675782,warn
adj_buyturnover_vwstock_ma_5,24.02733039855957,5.803392586708537,13.371519306468816,0.938391607541605,0.020474696831238114,warn
adj_sumabsret_vwstock_ma_25,23.831151962280273,7.197787502765901,14.8842215264319,0.6334408002569474,0.019280956967736095,warn
adj_sumabsret_ma_25,23.617019653320312,7.593621752739112,17.900298937224356,2.2918025726169264,0.021680785727810847,warn
adj_sumpret2_vwstock_ma_25,23.28469467163086,6.578223593712127,21.701352611729483,2.182952161018544,0.017864934508961282,warn
adj_sellturnover_ewstock_ma_1,23.116601943969727,5.816724824905476,14.667604862851114,1.0547906864292453,0.020429417043312175,warn
adj_sumbipow_ma_25,23.00281524658203,7.368495385647296,17.17904965762319,2.197890516436203,0.01959379913886076,warn
adj_sumabsret_ma_5,22.709678649902344,7.202029557228295,15.421331345451534,2.34339831974353,0.01939621460972939,warn
adj_sumbipow_ma_5,22.557214736938477,6.746009133339116,14.8696848228442,2.3419540804616705,0.017770258588752502,warn
adj_sumpret2_ma_25,22.46001434326172,7.251971925258675,17.03614023588925,2.0144278031202503,0.019165699325742795,warn
adj_sumret3_vwstock_ma_25,22.136680603027344,5.218596427917783,15.420351903909133,3.8485693868516564,0.019457959775082943,warn
adj_sumbipow_vwstock_ma_25,22.03329086303711,6.03894930410393,12.792924817735198,2.210316849093193,0.0174203693184157,warn
adj_buyturnover_ewstock_ma_1,21.55821418762207,5.597771167755127,14.584943512058253,1.2132693582186354,0.01949912321865198,warn
adj_sumret3_vwstock_ma_1,21.546916961669922,3.3845879492761375,9.126740327832497,3.0469223846353177,0.012958252035532284,warn
adj_stocktwits_attention_ma_1,21.170495986938477,6.903727405548144,14.047553405758748,0.40096434620963206,0.2301859764380449,warn
adj_sumpret2_ma_5,21.1002140045166,6.75914477109922,14.311414645670705,1.9388373378947856,0.017836120098462957,warn
adj_sumret2_vwstock_ma_25,20.567731857299805,6.407013408184092,14.374730683231249,1.6794642430234363,0.01747799813941235,warn
adj_sumret4_ma_25,20.043346405029297,6.6038251562123005,15.207453948113397,2.1593536704848826,0.017004618538368446,warn
adj_sumabsret_ma_1,20.009252548217773,6.235346002578867,11.690407659241842,2.5705979802378107,0.01615665160084632,warn
adj_sumbipow_ma_1,18.931116104125977,5.76630984592464,11.03711872663273,2.5448990583186553,0.01602904492578231,warn
adj_voldemand_all_open_and_close_ma_125,15.769393920898438,12.493997966766358,14.354671109962064,3.609418789862793,0.3295339474919114,warn
adj_voldemand_all_open_and_close_ma_25,14.762043952941895,9.892881450654091,13.169119556615408,3.191613293985747,0.3377295891065063,warn
adj_voldemand_all_open_and_close_ma_625,13.472851753234863,12.040952731133087,13.1685647548674,4.851838426015203,0.34591288168803047,warn
adj_voldemand_spx_open_and_close_ma_125,13.277559280395508,11.022828443527231,12.329113914012641,3.34837604111934,0.32845546527040265,warn
adj_voldemand_spx_open_and_close_ma_25,13.107901573181152,8.076444960594605,11.430772734831741,2.86767011039731,0.3548741633530095,warn
adj_sumabsret_ewstock_ma_125,12.890366554260254,5.267666390896181,11.641612263678384,2.5733329297189282,0.016490075493755505,warn
adj_voldemand_all_open_only_ma_125,12.591557502746582,5.954560923576524,10.08817545757182,3.381274310614765,0.31289156725695044,warn
adj_voldemand_spx_open_and_close_ma_625,11.922272682189941,10.72964122104656,11.786408274555189,4.279144363427503,0.33431302329027635,warn
adj_sumret3_vwstock_ma_125,11.750330924987793,4.423867430210354,11.61341340942353,2.7165056992401415,0.016206047733129163,warn
adj_voldemand_spx_open_only_ma_125,11.588717460632324,5.808967735290705,9.045125276088633,2.319972362669137,0.31503206632254027,warn
adj_voldemand_all_open_and_close_ma_3125,10.725878715515137,10.364225556374093,10.706683158874512,3.7128149634356076,0.32982209159689463,warn
adj_voldemand_spx_open_and_close_ma_3125,9.503203392028809,9.183194972038342,9.463241071224175,1.6940517798725554,0.3482221508722534,warn
adj_voldemand_all_open_only_ma_3125,9.139504432678223,8.988532420158405,9.116739337730385,4.601180366593009,0.3309540862950431,warn
adj_voldemand_spx_open_only_ma_25,8.98350715637207,5.243699943065899,7.673931445503202,2.265235343446573,0.3420352853038274,warn
adj_voldemand_all_open_only_ma_25,8.307385444641113,5.312316673278865,7.423476702737782,2.456836125701629,0.3213794693208855,warn
adj_voldemand_all_open_only_ma_625,8.031709671020508,7.633298352241537,7.977628380775402,3.1664134940666813,0.31477685297241226,warn
adj_voldemand_spx_open_only_ma_625,7.376098155975342,7.112469913482705,7.347790272760369,2.047389835223941,0.324046860464159,warn
adj_voldemand_spx_open_only_ma_5,7.327741622924805,4.163082326889066,6.700676308202725,6.677830722329929,0.6826339664270954,warn
adj_voldemand_all_open_only_ma_5,6.5996809005737305,4.287521034717935,5.947286049556708,5.213998405158193,0.6804152568187244,warn
adj_voldemand_all_open_and_close_ma_5,6.456808090209961,4.338550943374644,6.036113680791837,4.4612181735337035,0.6734545185112005,warn
adj_voldemand_spx_open_only_ma_3125,6.27739953994751,6.176565670967124,6.262234270334227,2.5229069657693173,0.32829904418484035,warn
adj_voldemand_spx_open_and_close_ma_5,5.803544998168945,4.236103568077091,5.466325162267674,4.4295579955920665,0.6743477652366486,warn
adj_vvix_ma_5,4.895812511444092,4.586980172157357,4.758274078369141,inf,0.3820667341747141,warn
adj_vvix_ma_1,4.884392738342285,4.59228627109528,4.739163398742676,inf,0.3815274930639598,warn
adj_vvix_ma_25,4.834345817565918,4.572381211757742,4.688241715097336,inf,0.38139988638889577,warn
adj_vvix_ma_125,4.639650821685791,4.090367242813187,4.6384171420097315,inf,0.38125581433640415,warn
adj_voldemand_spx_open_only_ma_1,3.8563172817230225,3.0764288647174918,3.5819981313943643,2.2529009226346344,0.7386779948463369,warn
adj_voldemand_all_open_only_ma_1,3.596804618835449,3.0238236875534295,3.3636526280402963,2.1641087633748843,0.7402216239801757,warn
adj_vvix_ma_625,3.4920639991760254,3.2500234780312893,3.4869695641040797,inf,0.38069187515950836,warn
adj_voldemand_all_open_and_close_ma_1,2.8815271854400635,1.9425882453918517,2.6751281779527583,1.6366374105002075,0.7224349000139956,warn
adj_voldemand_spx_open_and_close_ma_1,2.4609739780426025,1.8574055829048195,2.363888444447512,1.4992594535686756,0.722504877868063,warn
adj_sumvolume_ma_25,19.825944900512695,13.958373276710713,16.795265949055896,0.8906733457902517,0.038594844690327416,ok
adj_buyturnover_vwstock_ma_1,19.767114639282227,5.123581886291504,14.66973316173552,1.0738850048524398,0.018803461022335283,ok
adj_sumret4_ma_5,19.20734405517578,6.002910228252485,13.356139514346937,2.2293341704440515,0.01583969308536475,ok
adj_sumvolume_ma_5,18.437145233154297,11.455523967743275,14.69002964315333,0.9722472975354397,0.03219392921534244,ok
adj_sumret4_ewstock_ma_25,18.31660270690918,7.945588662147523,16.952916642760343,1.8576288727098633,0.017206319411856717,ok
adj_stocktwits_sentiment_ma_625,18.269514083862305,13.756976958279244,18.227853422355622,0.1031125988373738,0.28145916174763513,ok
adj_sumpret2_ma_1,17.67536163330078,5.660760626792952,10.623748756884137,2.0410715042830767,0.01475297817514222,ok
adj_effspread_vwstock_ma_5,17.07016944885254,6.183044210435813,12.03922976684386,0.3395875664897703,0.020495278553022633,ok
adj_sumret_ma_25,17.00422477722168,5.293665870190184,11.122803470514086,0.5010436213301214,0.015498036503741756,ok
adj_sumret4_ma_1,15.720231056213379,5.209427075862915,9.904018577093499,2.3371662350844673,0.013769171873842278,ok
adj_effspread_vwstock_ma_1,15.543923377990723,5.861209352016892,10.168140443801565,0.3288285129411433,0.01855236401656417,ok
adj_sellturnover_vwstock_ma_25,15.514830589294434,6.810046114921821,10.008041406534286,0.5634658286124966,0.01984901248898878,ok
adj_effspread_ewstock_ma_5,15.442048072814941,5.76575612211293,9.949863066004532,0.7522541281922247,0.01829303432207925,ok
adj_sumvolume_ma_1,15.133443832397461,8.744504240036086,11.364924250982272,0.99628357572869,0.025916504071064567,ok
adj_stocktwits_attention_ma_125,14.844321250915527,8.911782521248028,14.131287571430097,0.3032902015553858,0.2226119028213424,ok
adj_sumret3_ewstock_ma_25,14.664801597595215,5.621323709013323,13.690469365307695,1.2584269212355812,0.02035532284488791,ok
adj_sumbipow_ewstock_ma_125,14.396711349487305,7.067039063454714,12.75377531623646,2.170850411088445,0.016802917664880172,ok
adj_spread_vwstock_ma_25,14.000807762145996,6.952170993330484,10.973206608295204,0.793314665554474,0.01646126108325718,ok
adj_effspread_vwstock_ma_25,13.989246368408203,5.261500951767497,11.268680333994045,0.318778347604451,0.018782879300550767,ok
adj_sumvolume_ma_125,13.739506721496582,10.406222933769318,13.291686813545143,0.6028659705612242,0.032971918298797205,ok
adj_effspread_ewstock_ma_1,13.6177396774292,5.376344488143943,9.303643338773789,0.7339386276331372,0.016815266697950883,ok
adj_sumret_ma_125,12.90942668914795,7.3069409141544455,12.45073260211912,0.564601782659717,0.01567915565544551,ok
adj_turnover_vwstock_ma_25,12.80148696899414,6.264173476696533,10.595713217925798,0.8392644240640104,0.019449727086369138,ok
adj_buyturnover_ewstock_ma_25,11.830138206481934,5.989214614391589,9.343681068991875,1.2574052027313656,0.01984077980027497,ok
adj_sumabsret_ma_125,11.807623863220215,7.243030918121389,11.618641055679038,1.4888326348137235,0.02261931224118485,ok
adj_turnover_ewstock_ma_25,11.737454414367676,6.130244612217133,10.093529422852981,1.1024905981235393,0.020664048671655676,ok
adj_buyturnover_vwstock_ma_25,11.29806900024414,5.564037619590902,9.654189088916635,1.3635555228165,0.01923979352416706,ok
adj_sumret2_ewstock_ma_125,11.268136024475098,5.814230329513697,9.87791658906794,1.9862135847092026,0.016712358089028295,ok
adj_sumret3_ma_125,11.258689880371094,7.31960174179234,10.6750943387985,0.47920011126930356,0.017045781981937482,ok
adj_sumbipow_ma_125,10.860991477966309,6.471341152668027,10.760566984748822,1.4764897282640226,0.020042480673763245,ok
adj_sellturnover_ewstock_ma_25,10.84372329711914,6.172318161011144,9.418716556071313,1.1064717760593301,0.020219483481110096,ok
adj_sumpret2_ma_125,10.693217277526855,6.656692202091256,10.585548665332691,1.409239092149296,0.019655544304214314,ok
adj_sumret3_ma_25,10.579922676086426,4.902067801475571,8.380822879216995,0.6133698544590415,0.01477767624128364,ok
adj_numobs_ma_625,10.534228324890137,9.425566340446522,10.377795981216298,1.2951783961756418,0.14794553253146944,ok
adj_spread_vwstock_ma_3125,10.533763885498047,2.4113971998691572,10.521392426681512,0.12216180695909955,0.018070751726806458,ok
adj_sumret_ma_5,10.243985176086426,4.2762361745836985,7.0683911198121265,0.7704524290010135,0.016070208369351347,ok
adj_effspread_ewstock_ma_25,10.133750915527344,5.137234445572128,8.500415690224937,0.4012298409713224,0.01731334436513621,ok
adj_sumpret2_ewstock_ma_125,9.74691390991211,6.616403023243653,8.69254958333918,1.5752319855145696,0.016967571439156313,ok
adj_sumret4_vwstock_ma_125,9.551362037658691,5.399108936310111,9.508033068656912,1.5541607621360218,0.01505758765755308,ok
adj_sumret4_ma_125,9.384350776672363,5.469121573925159,8.91715260009704,1.5241418497321926,0.017778491277466307,ok
adj_stocktwits_sentcount_ma_25,8.765856742858887,7.149553901672371,8.481549363613034,2.7894850327568483,0.2881770357381017,ok
adj_stocktwits_sentcount_ma_5,8.558605194091797,6.3547684655196415,8.057876213549417,3.5362592898813374,0.2873373014892934,ok
adj_sumret3_ewstock_ma_125,8.421422958374023,5.553392225742938,8.362043398761745,1.6982338794745582,0.016267792898482715,ok
adj_sumpret2_vwstock_ma_125,8.242105484008789,4.649231233120101,8.13497823886865,1.7528046225911793,0.014855886784064808,ok
adj_vix3m_ma_5,8.185700416564941,6.6733883037567345,7.948626518249512,1.1891309314169427,0.2512451941679633,ok
adj_vix3m_ma_1,8.162076950073242,6.703359257221241,7.914041996002197,1.192438997374381,0.2512987066446031,ok
adj_sumret_ma_625,8.140018463134766,7.282977467537115,7.997797427463397,0.73753061943701,0.01991075765434233,ok
adj_vix3m_ma_25,8.04121208190918,6.5985498781205125,7.789824366855613,1.16393594241598,0.2511340528703269,ok
adj_sumabsret_vwstock_ma_125,7.816769123077393,5.116212312698556,7.6017506222724025,0.6810503879319364,0.01667119464545926,ok
adj_sumret4_ewstock_ma_125,7.684769630432129,5.757233097076422,7.0033137557505505,1.4858815652413468,0.014744745486428413,ok
adj_stocktwits_sentcount_ma_1,7.422816753387451,5.202870864391471,6.6696388047215445,3.090858495526162,0.28680629306725286,ok
adj_sumret_ma_1,7.376361846923828,3.2885330700874444,4.702973126506715,1.5484058759009307,0.058361530292178124,ok
adj_vix3m_ma_125,7.195234775543213,6.508545746326498,7.159107540416595,1.4251723415241424,0.2537067680933916,ok
adj_sumabsret_vwstock_ma_3125,6.894832611083984,6.762088539123537,6.886850548076626,2.2228531621422416,0.023697794462693572,ok
adj_sumvolume_ma_625,6.871356964111328,5.554315303327018,6.829094172239294,0.6056011402970657,0.023224414861649667,ok
adj_vix3m_ma_625,6.761666774749756,6.5289034252166935,6.7426407808303725,1.8632791745525628,0.24905118262573372,ok
adj_sumret_ma_3125,6.65545654296875,2.6277451920509387,5.631736992978162,0.4289328521775813,0.014724163764643895,ok
adj_sumabsret_ewstock_ma_3125,6.604769706726074,6.4856708669663385,6.585465415668463,2.70538526947344,0.024092963520956308,ok
adj_numobs_ma_3125,6.56238317489624,2.4075374627113346,5.928689775704777,0.1962913216272117,0.07192488494817523,ok
adj_sellturnover_vwstock_ma_125,6.5490827560424805,4.2246936311722045,6.010832403659692,0.8989316769209509,0.014234318786172376,ok
adj_sumautocov_ma_25,6.534545421600342,2.9884182133674884,5.284096151590306,1.1119135234851871,0.011776861205100974,ok
adj_spread_ewstock_ma_5,6.483148097991943,4.1848939042093285,5.103845179414485,0.9361265791970964,0.02418763944116509,ok
adj_sumret3_ma_625,6.440272808074951,5.263754788398751,6.28972073278426,0.4004325855229338,0.01608667374677896,ok
adj_sumautocov_ma_5,6.421633720397949,2.8664430916311145,4.208432713316718,1.1114846007730872,0.011027686532144533,ok
adj_turnover_vwstock_ma_125,6.368896484375,3.6879414336683354,6.088820836638881,1.3092083905116645,0.016000230515283986,ok
adj_sumret3_ma_5,6.299818515777588,3.4398573465347333,4.877830369281345,1.0258332750341623,0.014394856216091613,ok
adj_sumbipow_vwstock_ma_125,6.287237644195557,5.187458891391772,6.130930409288315,0.98309586294366,0.016020812237068503,ok
adj_effspread_vwstock_ma_125,6.077175140380859,3.558448234319698,6.020134022331183,0.5939159701712704,0.016761754221311136,ok
adj_spread_ewstock_ma_1,5.982057571411133,3.8673149683475616,4.847580467795892,0.9688954705292341,0.023631932952983114,ok
adj_sumabsret_ma_625,5.976568222045898,5.445248593330908,5.943354752015949,1.3287143749601797,0.019836663455918068,ok
adj_sumret2_vwstock_ma_125,5.767480850219727,4.854135845661329,5.70323189768791,1.0251722833826653,0.01468300032107486,ok
