feature,max_abs_z,p99.9,p99.99,era_asymmetry,modal_share,status
adj_buyturnover_vwstock_ma_125,5.733558654785156,3.424987068176949,5.506023721694579,1.2688691370906775,0.01446071772580207,ok
adj_buyturnover_ewstock_ma_125,5.692860126495361,4.13699808454514,5.214172341871215,1.1918532782463132,0.01463772053314892,ok
adj_sumautocov_ma_125,5.6493096351623535,3.7370911931991726,5.119221563434555,0.6511429748534306,0.014592440745222982,ok
adj_sellturnover_ewstock_ma_125,5.521932601928711,4.005724688529995,5.015289651155086,0.8840881245891741,0.014715931075930088,ok
adj_sumautocov_ma_1,5.4867472648620605,2.4863236587047632,3.5295670737975495,1.4120271647167433,0.013567471000354006,ok
adj_turnover_ewstock_ma_125,5.138261795043945,3.9160992035869167,5.037446164655396,1.1781122920605973,0.014386623527377806,ok
adj_sumvolume_ma_3125,5.024906158447266,2.860239991426579,4.626949032067989,0.2893739860497142,0.02066816501601258,ok
adj_stocktwits_sentcount_ma_625,4.982785224914551,4.301571536541348,4.9010102803707,0.9257897816271023,0.27945861839018005,ok
adj_sumpret2_ma_625,4.913713455200195,4.336203240871532,4.880690262174596,1.3534643699145614,0.018041937316308133,ok
adj_sumbipow_ma_625,4.882617473602295,4.354310902118855,4.852757076597186,1.388422224944639,0.017263948232853366,ok
adj_sumret3_vwstock_ma_625,4.724541187286377,4.539217087745763,4.6975177578449205,1.6282248197246287,0.014489532136300394,ok
adj_sumbipow_ewstock_ma_625,4.715598106384277,4.359110675811783,4.693115928745265,1.8442873409018918,0.019449727086369138,ok
adj_effspread_vwstock_ma_625,4.7130279541015625,4.3081275038724405,4.667195833683011,0.8670041975180738,0.015148147233404958,ok
adj_stocktwits_sentcount_ma_125,4.577532768249512,4.016075926303871,4.427456997680615,1.3312070991297102,0.28320860809931914,ok
adj_effspread_ewstock_ma_125,4.569498538970947,3.5665163075924466,4.542185332918159,0.8107987398012696,0.01774556052261108,ok
adj_sumabsret_ewstock_ma_625,4.45609712600708,4.170974313259135,4.444847640228261,1.5058360310219419,0.016934640684301085,ok
adj_sumret2_vwstock_ma_625,4.416743278503418,4.047591518402158,4.37650292959212,1.5376175530375833,0.013633332510064463,ok
adj_sumpret2_ewstock_ma_3125,4.395129203796387,4.2627397384644246,4.388253004503245,2.5663878995235456,0.020223599825467,ok
adj_sumabsret_vwstock_ma_625,4.392223834991455,3.815518223047266,4.374919219064674,1.1439554820199012,0.01569973737723003,ok
adj_sumbipow_vwstock_ma_625,4.371416091918945,4.03008041191103,4.335193339729303,1.4561381522445436,0.015090518412408308,ok
adj_sumpret2_vwstock_ma_625,4.370466232299805,3.9342068550586817,4.331793991756434,1.6275360631912577,0.01346867873578832,ok
adj_sumpret2_ewstock_ma_625,4.325592994689941,3.9473662962914458,4.287400469827647,1.6395339937008053,0.014806490651781965,ok
adj_sumabsret_ma_3125,4.312033653259277,4.188205374240887,4.298596794939034,1.734891815188445,0.022965085167164744,ok
adj_sumret2_vwstock_ma_3125,4.295562744140625,4.187434110641506,4.2821325314521745,1.4049153685075997,0.017296878987708597,ok
adj_sumret2_ewstock_ma_3125,4.2935099601745605,4.21885571527482,4.2822858770847265,1.4892034054319172,0.023475511867420782,ok
adj_sumret2_ewstock_ma_625,4.243448257446289,3.9026568329334492,4.228468115568134,1.7939711008195496,0.01791844698560103,ok
adj_effspread_ewstock_ma_625,4.237448215484619,4.0102182168960585,4.214624985933298,1.4113232088618903,0.01644891205018647,ok
adj_stocktwits_sentcount_ma_3125,4.195578575134277,4.056969724655158,4.168656802272785,0.7760079306476468,0.29023932426091037,ok
adj_turnover_ewstock_ma_625,4.193830490112305,3.708705799341363,4.179496772956847,1.5848883202537234,0.014534811924226333,ok
adj_spread_vwstock_ma_125,4.168680191040039,3.6416330404281645,3.9744857298372964,0.9434041006794964,0.014888817538920036,ok
adj_sumpret2_vwstock_ma_3125,4.162569522857666,4.041610369682327,4.152560986375807,2.0842020103818055,0.017399787596631185,ok
adj_buyturnover_ewstock_ma_625,4.149956226348877,3.641263902902626,4.133321653509137,1.3444221148765514,0.015156379922118764,ok
adj_sumbipow_ewstock_ma_3125,4.103635787963867,3.9779231436252878,4.09238424372673,1.9577725073254826,0.02352079165534672,ok
adj_sumret3_ma_1,4.0450544357299805,1.9297209783793676,2.705800274300371,1.642176383237094,0.021997744243292417,ok
adj_buyturnover_vwstock_ma_625,4.020193576812744,3.1413103806972513,3.9970314697980696,1.2439991967303798,0.013472795080145225,ok
adj_sumbipow_ma_3125,4.013257026672363,3.9066776058674244,4.002986428594584,1.129891752621608,0.016852313797163017,ok
adj_sumbipow_vwstock_ma_3125,3.997652769088745,3.8842163734436093,3.9910941791295915,2.0793524449212284,0.019947804753554465,ok
adj_turnover_vwstock_ma_625,3.9384148120880127,3.107890482187344,3.927262072205476,1.2363875369892903,0.014584208056509175,ok
adj_sumret3_ma_3125,3.706089735031128,3.282002923011837,3.626013402604983,0.6308300567655359,0.01912453588217376,ok
adj_sumpret2_ma_3125,3.694666862487793,3.615102319240631,3.686401547408103,1.0796145351477304,0.017539743304765903,ok
adj_sellturnover_ewstock_ma_625,3.6921980381011963,3.301199034214025,3.6828173584222785,1.6375256236759912,0.014901166571990747,ok
adj_buyturnover_vwstock_ma_3125,3.597175121307373,3.361739448071069,3.560093579864475,0.876079011928037,0.02188660294565602,ok
adj_sumret4_ma_625,3.593759059906006,3.383930655241039,3.540559968161519,1.319742886273624,0.01773732783389727,ok
adj_turnover_ewstock_ma_3125,3.5545363426208496,3.3881034724712524,3.5467324834108274,1.5305382228381368,0.022973317855878552,ok
adj_buyturnover_ewstock_ma_3125,3.5212254524230957,3.3436868553161645,3.51124356544016,1.449157204781277,0.02105510138556151,ok
adj_vix_ma_1,3.5108509063720703,3.2257723808288574,3.464171768975154,1.0584599230635756,0.08130191739320144,ok
adj_vix_ma_5,3.5108509063720703,3.209692309856419,3.4511644172906504,1.062302679134378,0.08379230572912807,ok
adj_vix_ma_25,3.4975295066833496,3.198063582897194,3.4231881532430073,1.0535027235429895,0.08143775675697926,ok
adj_sumret3_ewstock_ma_625,3.487724781036377,3.2797996706962755,3.4625457057475937,1.1867806876517135,0.01663414754624713,ok
adj_vix_ma_125,3.408618688583374,3.0938483278751843,3.400103884863851,1.1064049257396549,0.0809067483349387,ok
adj_sellturnover_vwstock_ma_625,3.258979320526123,3.083704317092922,3.220421798348413,0.9774427085810018,0.012921204936320152,ok
