r2_unweighted,r2_wls,dm_t_sqrt,qlike_unweighted,qlike_wls,dm_t_qlike,dm_t_qlike_2020plus
0.04848284528974811,0.04573640369914633,-1.9159153240505538,0.12651322708234217,0.1263338885663471,1.2091768065509305,-1.1265720440885962
