bucket,corr_old,corr_new,r2_old,r2_new,dm_t_new_vs_old
moments,0.15488151994459254,0.15488151994459254,0.02356840967999352,0.02356840967999352,0.0
liquidity,0.08467140811011425,0.0846714081101142,0.005834098765452933,0.005834098765452933,0.0
implied_vol,0.0770573976088361,0.07705739760883609,0.005844765330933477,0.005844765330933477,0.0
market_vw,0.08287912501313097,0.08287912501313095,0.006181338164128691,0.00618133816412858,0.0
market_ew,0.07484350512073969,0.0748435051207397,0.004842572196886219,0.004842572196886219,0.0
vol_demand,0.03900293799456951,0.052280100798870646,-0.00026342471393614453,0.002642131724527985,1.6298025956492592
sentiment,0.05810853314932637,0.05810853314932637,0.003297177830725362,0.003297177830725362,0.0
all,0.18971468163325753,0.1955308837646202,0.03470617236936946,0.037657146095180116,1.5461970729836687
