target,n_months,excess_lin,excess_pair,control_rank,control_pass,stab_lin,stab_lin_null,stab_pair,stab_pair_null,gate_passed
levels,167,1.2070950990331826,1.1008666519305914,57,False,0.07406157272977908,0.0839786169843831,0.040419934953543415,0.01478392270247541,False
changes,167,1.522028464548626,1.3633336035221824,66,False,0.08496258004359857,0.029135918444362613,0.01930812081371971,0.02508225752694861,False
