feature,max_abs_z_pre,max_abs_z_post,ratio
adj_sumpret2_vwstock_ma_5,82.10588231925334,48.78571355440917,0.5941804920226673
adj_numobs_ma_25,78.80554972898636,78.83520017251448,1.0003762481656442
adj_sumpret2_vwstock_ma_1,78.07005530084645,45.78640371913271,0.5864784332826812
adj_sumbipow_ewstock_ma_1,77.2774287791408,40.821698992657126,0.5282486702465956
adj_sumbipow_ewstock_ma_5,73.64778231138943,49.08274681350523,0.6664524751876298
adj_sumbipow_vwstock_ma_1,71.93747172578217,47.13228089035705,0.6551840057712924
adj_sumbipow_vwstock_ma_5,71.28626049458826,47.910357315603584,0.6720840311049943
adj_sumret4_vwstock_ma_1,70.44342210780813,42.30635196724184,0.6005720719032542
adj_stocktwits_sentiment_ma_5,70.34159003316651,4.914256349161502,0.06986274189770801
adj_stocktwits_sentiment_ma_1,70.34159003316651,4.0,0.05686536227165144
adj_stocktwits_sentiment_ma_25,70.34159003316651,4.235981157050864,0.06022015076789665
adj_sumret2_vwstock_ma_1,68.30646477225312,45.719496465114425,0.669328981049627
adj_sumret2_vwstock_ma_5,68.26191132985711,47.34674021800331,0.6936040801613812
adj_sumret4_vwstock_ma_5,67.73846882388452,41.9367994580286,0.6190987216888748
adj_sumabsret_ewstock_ma_5,66.90029988937134,66.72172319918509,0.9973307041899431
adj_sumabsret_ewstock_ma_1,59.40073631484437,58.91670381083847,0.9918514056553043
adj_sumpret2_ewstock_ma_5,56.979579191570515,41.88098168954433,0.7350173919104714
adj_stocktwits_sentiment_ma_125,56.0200423024138,2.9170149426392062,0.05207091645686811
adj_sumret4_ewstock_ma_1,53.264802520249425,48.16561073507391,0.9042671418290347
adj_sumret4_ewstock_ma_5,53.030591849952245,47.103440304346975,0.8882314652950529
adj_sumpret2_ewstock_ma_1,52.440885418374066,32.74481830561487,0.6244139099554915
adj_numobs_ma_5,51.606848008748294,51.60405105005709,0.9999458025669242
adj_sumret2_ewstock_ma_5,51.22547624892845,46.43759443602269,0.9065331908357628
adj_sumret2_ewstock_ma_1,51.13257609299076,37.6385430028504,0.7360971396082248
adj_vix3m_ma_3125,50.0347026788441,5.545055039637673,0.11082418287222598
adj_numobs_ma_125,38.94649550926147,38.988874895399476,1.0010881437619448
adj_sumabsret_ewstock_ma_25,38.52260002728512,40.59853304698893,1.0538887047663825
adj_numobs_ma_1,37.123663412721214,37.123663412721214,1.0
adj_sumbipow_ewstock_ma_25,30.572114975773836,48.71588229966481,1.5934743912309823
adj_vvix_ma_3125,30.502680237750283,13.438692358649323,0.4405741480388836
adj_stocktwits_sentiment_ma_3125,28.78464535503061,6.161391758336331,0.21405133474258775
adj_sumpret2_ewstock_ma_25,27.597953208297387,37.290774356299075,1.3512152178404129
adj_sumret2_ewstock_ma_25,27.103118595159533,39.50765491185012,1.4576792989020078
adj_sumret4_vwstock_ma_25,25.12029505421584,16.005440421739124,0.63715176860763
adj_sumpret2_vwstock_ma_25,23.284694086577076,23.936911574244252,1.028010567166659
adj_sumbipow_vwstock_ma_25,22.03329136295119,14.40767277337392,0.6539046997581265
adj_sumret2_vwstock_ma_25,20.56773260085337,14.883416975578449,0.7236294473684924
adj_sumret4_ewstock_ma_25,18.316602479755304,31.4171658411126,1.7152288955245323
adj_stocktwits_sentiment_ma_625,18.269514301803934,2.7341812901493783,0.14965812692017788
adj_sumbipow_ewstock_ma_125,14.396711486626728,20.075611631164442,1.3944581475993951
adj_sumabsret_ewstock_ma_125,12.890366642899963,13.38458595846145,1.0383402062371674
adj_sumret2_ewstock_ma_125,11.268136436533418,14.578399372855472,1.2937719963692984
adj_numobs_ma_625,10.534228261219582,10.677465536495488,1.0135973202520412
adj_sumpret2_ewstock_ma_125,9.746913647350928,12.58665044552005,1.2913472819101997
adj_sumret4_vwstock_ma_125,9.551362228396222,11.71413345369095,1.22643589192595
adj_sumpret2_vwstock_ma_125,8.242105214724388,11.686326825561538,1.4178812962353482
adj_vix3m_ma_5,8.185699973476748,4.612745718760117,0.5635126786598954
adj_vix3m_ma_1,8.162077288816313,4.618041212104584,0.5657923894487289
adj_vix3m_ma_25,8.04121234435343,4.618465943759279,0.5743494570196724
adj_sumret4_ewstock_ma_125,7.684769862823201,12.309837903279455,1.6018486074425025
adj_vix3m_ma_125,7.1952348716487995,4.764334973080548,0.66215141799656
adj_vix3m_ma_625,6.761666989813634,4.211968662905698,0.6229186780790855
adj_sumabsret_ewstock_ma_3125,6.604769527723435,11.543537654964055,1.747757829627545
adj_numobs_ma_3125,6.5623834115146025,2.4437587015658333,0.37238889414445414
adj_sumbipow_vwstock_ma_125,6.287237735655155,12.745397321837658,2.0271855237090914
adj_sumret2_vwstock_ma_125,5.767480980825521,12.364771641920585,2.14387731542216
adj_vvix_ma_5,4.89578518541568,4.512999196896805,0.9218131568233066
adj_vvix_ma_1,4.8841738929834175,4.510918259537374,0.9235785535846173
adj_vvix_ma_25,4.834235663725765,4.503222713717733,0.9315273451619612
adj_sumbipow_ewstock_ma_625,4.715597998403822,11.896612444174123,2.5228215908567684
adj_vvix_ma_125,4.639650653687786,4.214495868718462,0.9083649143645344
adj_sumabsret_ewstock_ma_625,4.456097208177638,8.196136111364138,1.8393081946962335
adj_sumret2_vwstock_ma_625,4.416743390873369,13.144320098329903,2.9760207770935816
adj_sumpret2_ewstock_ma_3125,4.395129338528707,10.718805305681107,2.438791780646274
adj_sumbipow_vwstock_ma_625,4.371415971841106,13.213028913164221,3.022597025375121
adj_sumpret2_vwstock_ma_625,4.370466217398739,13.247467207466702,3.031133647648115
adj_sumpret2_ewstock_ma_625,4.325592791709127,12.081764912359727,2.7930888306261448
adj_sumret2_vwstock_ma_3125,4.2955626946752625,9.403755312349027,2.1891789227068736
adj_sumret2_ewstock_ma_3125,4.293509941950977,10.919285718016395,2.5432072746184575
adj_sumret2_ewstock_ma_625,4.243448472831467,11.45734625007498,2.7000083360102627
adj_sumpret2_vwstock_ma_3125,4.1625694755712646,8.836029989187542,2.1227345371754787
adj_sumbipow_ewstock_ma_3125,4.103635898861468,10.22474868992054,2.4916315535589653
adj_sumbipow_vwstock_ma_3125,3.9976527708023237,9.28678148526891,2.323058559036648
adj_vvix_ma_625,3.4920641134105286,4.080225191039019,1.168427914988669
adj_sumret4_ewstock_ma_625,2.795563107081813,9.889461070252679,3.5375560098072434
adj_sumret4_ewstock_ma_3125,2.693948279039524,5.870987236845659,2.1793244074228655
adj_sumret4_vwstock_ma_625,2.5964890439152764,9.475143375524514,3.6492136940569693
adj_sumret4_vwstock_ma_3125,2.193379148201123,5.494424085134511,2.505004248645614
vvix_avail_ma_3125,1.0,1.0,1.0
vix3m_avail_ma_1,1.0,1.0,1.0
vix3m_avail_ma_5,1.0,1.0,1.0
vix3m_avail_ma_25,1.0,1.0,1.0
vix3m_avail_ma_125,1.0,1.0,1.0
vix3m_avail_ma_625,1.0,1.0,1.0
numobs_avail_ma_1,1.0,1.0,1.0
numobs_avail_ma_5,1.0,1.0,1.0
numobs_avail_ma_25,1.0,1.0,1.0
numobs_avail_ma_125,1.0,1.0,1.0
numobs_avail_ma_625,1.0,1.0,1.0
numobs_avail_ma_3125,1.0,1.0,1.0
stocktwits_sentiment_avail_ma_1,1.0,1.0,1.0
stocktwits_sentiment_avail_ma_5,1.0,1.0,1.0
sumpret2_ewstock_avail_ma_1,1.0,1.0,1.0
sumpret2_ewstock_avail_ma_5,1.0,1.0,1.0
sumpret2_ewstock_avail_ma_25,1.0,1.0,1.0
sumpret2_ewstock_avail_ma_125,1.0,1.0,1.0
sumpret2_ewstock_avail_ma_625,1.0,1.0,1.0
sumpret2_ewstock_avail_ma_3125,1.0,1.0,1.0
sumbipow_ewstock_avail_ma_1,1.0,1.0,1.0
sumbipow_ewstock_avail_ma_5,1.0,1.0,1.0
sumbipow_ewstock_avail_ma_25,1.0,1.0,1.0
sumbipow_ewstock_avail_ma_125,1.0,1.0,1.0
sumbipow_ewstock_avail_ma_625,1.0,1.0,1.0
sumbipow_ewstock_avail_ma_3125,1.0,1.0,1.0
sumbipow_vwstock_avail_ma_1,1.0,1.0,1.0
sumbipow_vwstock_avail_ma_5,1.0,1.0,1.0
sumbipow_vwstock_avail_ma_25,1.0,1.0,1.0
sumbipow_vwstock_avail_ma_125,1.0,1.0,1.0
sumbipow_vwstock_avail_ma_625,1.0,1.0,1.0
sumbipow_vwstock_avail_ma_3125,1.0,1.0,1.0
sumret2_vwstock_avail_ma_1,1.0,1.0,1.0
sumret2_vwstock_avail_ma_5,1.0,1.0,1.0
sumret2_vwstock_avail_ma_25,1.0,1.0,1.0
sumret2_vwstock_avail_ma_125,1.0,1.0,1.0
sumret2_vwstock_avail_ma_625,1.0,1.0,1.0
sumret2_vwstock_avail_ma_3125,1.0,1.0,1.0
sumret2_ewstock_avail_ma_1,1.0,1.0,1.0
sumret2_ewstock_avail_ma_5,1.0,1.0,1.0
sumret2_ewstock_avail_ma_25,1.0,1.0,1.0
sumret2_ewstock_avail_ma_125,1.0,1.0,1.0
sumret2_ewstock_avail_ma_625,1.0,1.0,1.0
sumret2_ewstock_avail_ma_3125,1.0,1.0,1.0
sumret4_vwstock_avail_ma_1,1.0,1.0,1.0
sumret4_vwstock_avail_ma_5,1.0,1.0,1.0
sumret4_vwstock_avail_ma_25,1.0,1.0,1.0
sumret4_vwstock_avail_ma_125,1.0,1.0,1.0
sumret4_vwstock_avail_ma_625,1.0,1.0,1.0
sumret4_vwstock_avail_ma_3125,1.0,1.0,1.0
sumret4_ewstock_avail_ma_1,1.0,1.0,1.0
sumret4_ewstock_avail_ma_5,1.0,1.0,1.0
sumret4_ewstock_avail_ma_25,1.0,1.0,1.0
sumret4_ewstock_avail_ma_125,1.0,1.0,1.0
sumret4_ewstock_avail_ma_625,1.0,1.0,1.0
sumret4_ewstock_avail_ma_3125,1.0,1.0,1.0
sumabsret_ewstock_avail_ma_1,1.0,1.0,1.0
sumabsret_ewstock_avail_ma_5,1.0,1.0,1.0
sumabsret_ewstock_avail_ma_25,1.0,1.0,1.0
sumabsret_ewstock_avail_ma_125,1.0,1.0,1.0
sumabsret_ewstock_avail_ma_625,1.0,1.0,1.0
sumabsret_ewstock_avail_ma_3125,1.0,1.0,1.0
stocktwits_sentiment_avail_ma_25,1.0,1.0,1.0
stocktwits_sentiment_avail_ma_125,1.0,1.0,1.0
stocktwits_sentiment_avail_ma_625,1.0,1.0,1.0
stocktwits_sentiment_avail_ma_3125,1.0,1.0,1.0
vvix_avail_ma_25,1.0,1.0,1.0
vvix_avail_ma_125,1.0,1.0,1.0
vvix_avail_ma_625,1.0,1.0,1.0
vix3m_avail_ma_3125,1.0,1.0,1.0
vvix_avail_ma_1,1.0,1.0,1.0
vvix_avail_ma_5,1.0,1.0,1.0
sumpret2_vwstock_avail_ma_1,1.0,1.0,1.0
sumpret2_vwstock_avail_ma_5,1.0,1.0,1.0
sumpret2_vwstock_avail_ma_25,1.0,1.0,1.0
sumpret2_vwstock_avail_ma_125,1.0,1.0,1.0
sumpret2_vwstock_avail_ma_625,1.0,1.0,1.0
sumpret2_vwstock_avail_ma_3125,1.0,1.0,1.0
