winner,estimator,n_months,est_sd,pred_r2_vs_constant,ic_with_realised,null_slope_mean
kalman_hl2m,ewma_5d,166,0.37003547844355344,-0.43610853104898206,0.36660376597826366,-0.008994259077491247
kalman_hl2m,ewma_21d,165,0.2726655902458243,-0.13576430696122865,0.33019763563445276,-0.03534618115210657
kalman_hl2m,ewma_63d,163,0.18935860047142664,-0.21133673888516613,0.10429990498291691,-0.05432333804572232
kalman_hl2m,ewma_126d,161,0.13940667766536122,-0.2229465518444269,-0.04770508642707485,-0.05677126256403301
kalman_hl2m,kalman_hl1m,167,0.2196420099461661,0.06934596697129936,0.3853912314346742,-0.018504132852003346
kalman_hl2m,kalman_hl2m,167,0.23495443387328793,0.044327716018043084,0.38793688974183044,-0.026322984106952264
kalman_hl2m,kalman_hl05m,167,0.19465768916366577,0.09153909534975047,0.37276284477981975,-0.008385219543277589
