alpha_prod,arm,r2,dr2,dm_t_vs_base,dm_t_dyn_vs_stat
,base,0.019412587266410708,0.0,0.0,
300.0,dyn100,-0.013452395545393347,-0.032864982811804055,-2.7261808647072274,
300.0,stat100,-0.042942076456280676,-0.062354663722691384,-1.1236450369268969,0.5445463008186453
3000.0,dyn100,0.010423855678967864,-0.008988731587442844,-2.1598706612330685,
3000.0,stat100,0.013801611703967986,-0.0056109755624427216,-0.724730217951868,-0.41436884617088804
30000.0,dyn100,0.02021545970757266,0.0008028724411619503,0.33572958835014505,
30000.0,stat100,0.02614094227149677,0.006728355005086062,2.705398712984753,-1.738645022348042
300000.0,dyn100,0.02184246709105153,0.0024298798246408237,2.139741765592279,
300000.0,stat100,0.02384361025274684,0.0044310229863361306,2.7665874962270767,-0.9273906554624579
