block,selected,expected_by_chance,selector_null_mean,selector_null_sd,z_vs_selector_null
625 x 625,37,10.133542812254518,49.625,23.222576159381216,-0.5436520011109914
1 x 25,34,19.795758051846033,6.208333333333333,8.495416496515952,3.2713718836580035
1 x 1,26,10.133542812254518,2.1666666666666665,3.265986323710904,7.297438192041551
3125 x 625,2,0.4713275726630008,4.041666666666667,3.6412989400781814,-0.5606973501117793
1 x 3125,1,0.4713275726630008,0.5,1.179535649239177,0.42389562394532926
