k,qlike,dqlike,dm_t,dm_t_2020plus,max_inc_over_sd,max_inc_over_sd_unsat,binds_frac,volmageddon_dqlike,base_arm
2.0,0.12640867006301915,0.00022221195344193645,-4.538861889103169,-2.912568218251996,1.0357804537446238,5.563749602787452,0.05309819397626682,-0.02941533687017392,aug_r1
3.0,0.1263335180500465,0.00014705994046929072,-3.9976234858640645,-2.6426014344850053,1.4432810478315807,5.563749602787452,0.0176491545397243,-0.01828705620424012,aug_r1
4.0,0.12629144839640483,0.00010499028682761646,-3.664470055783763,-2.4804182494014326,1.8829779034247085,5.563749602787452,0.008029817205185124,-0.011760409245570452,aug_r1
