pr,pr_null,pr_null_sd,top_share,top_share_null,n_pos,n_neg,splithalf_cos,splithalf_cos_null,splithalf_cos_null_sd
20.323898372141844,19.40380088069878,6.06999718606808,0.09249659425173694,0.1070168045738165,47,52,0.0,0.07963774941580412,0.10967369921107159
