K,noise,trace,null_trace,eig1_share,null_eig1_share,eff_rank,null_eff_rank,axis_cos_split_half,axis_cos_null
10,analytic,0.43882092005080664,0.043802407041502144,0.7564664222793194,0.5901091530524906,1.6442350675391944,2.278682486461399,,
10,bootstrap,0.3515789104292643,0.007331211452836509,0.780491246241822,0.6677266717396332,1.5559556968404658,1.9253740773949801,0.30861638743955355,0.3096113761665764
20,analytic,0.3160531953105118,0.031404400281416285,0.6149038310688669,0.5546004175387526,2.217503572877912,2.5049281565585155,,
20,bootstrap,0.284647020797943,0.02993896338610343,0.617680334025968,0.5294959255472506,2.162379369570672,2.6172058041529964,0.5491274902879224,0.2766345465477165
