K,n,r2_M0,r2_A,r2_B,r2_AB,dr2_A,dr2_B,dr2_AB,sum_dr2,ratio,dm_t_A_vs_M0,dm_t_B_vs_M0,dm_t_AB_vs_M0,better_single_arm,dm_t_AB_vs_best,n_2020plus,dr2_A_2020plus,dr2_B_2020plus,dr2_AB_2020plus,dm_t_AB_vs_best_2020plus
2,215461,0.029719054584665172,0.031557072373839645,0.02586574013474241,0.03830816050375385,0.0018380177891744731,-0.0038533144499227623,0.00858910591908868,-0.002015296660748289,-4.261956111166038,4.60517766880655,-1.4778370852203022,8.16176062832478,A,7.575708893832059,55144,0.002275530740036724,-0.005457962361822388,0.007873773083760915,3.335196330418858
3,215068,0.02974574578446687,0.03189952581824185,0.025871609926452765,0.03849539636900856,0.002153780033774977,-0.003874135858014105,0.00874965058454169,-0.0017203558242391281,-5.0859539993195595,4.3104864458812155,-1.4834810619500733,8.0868089874312,A,7.528841682496137,55144,0.0029245780506699237,-0.005457962361822388,0.008250584337801348,3.3044267179883815
5,214683,0.02981328996914645,0.03194521265830086,0.025928866900552627,0.038676584228764854,0.0021319226891544085,-0.003884423068593823,0.008863294259618404,-0.0017525003794394145,-5.0575134611118155,3.9199353071378593,-1.483643229493503,8.059600375517174,A,7.706269014224957,55144,0.003203924055626639,-0.005457962361822388,0.008451820989809011,3.2277201692875415
