frame,QLIKE T0 rv_hat,QLIKE T1 tv_hat,QLIKE T3,DM t (T3 - T1),DM t (T3 - T0),DM lag,R2 of the expanding fit (log r^2)
T3's 553 days,1.395812566744415,1.4254113777836648,1.8753449736373582,6.7710403942869695,7.978304241487424,12.0,0.10375624868954159
