tag,cell,fill,n,Sharpe,t,pct_buy,days_differ_from_T0,dSharpe_vs_T0,pctile_lo,pctile_hi,QLIKE tv_hat,QLIKE rv_hat,DM t (tv - rv)
a0,T0 sign(rv_hat - iv),mid,866.0,0.9673095454705917,1.7931810846074554,33.02540415704388,0.0,0.0,,,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T1 sign(tv_hat - iv),mid,866.0,-0.015253426012719302,-0.028276527539238615,29.561200923787528,148.0,-0.9825629714833108,-1.9796187743463616,0.038178212321027236,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T2 payoff > mid (tv_hat),mid,866.0,-0.07056084503193401,-0.1308044288590438,29.676674364896073,145.0,-1.0378703905025255,-2.026214435828435,-0.03126008629396728,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T2h payoff vs touch (tv_hat),mid,866.0,0.3671556363895959,0.6806265330096986,25.75057736720554,202.0,-0.6001539090809956,-1.7337603091635763,0.5949028930205474,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T2b payoff > mid (rv_hat),mid,866.0,0.9644707209403409,1.787918522613726,32.90993071593534,3.0,-0.002838824530250661,-0.04550824031408132,0.03935419478796788,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T2bh payoff vs touch (rv_hat),mid,866.0,0.8609747723208716,1.5960595894863265,25.981524249422634,113.0,-0.10633477314972001,-0.6118400774582776,0.3958949834458065,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T3 sign(f3 - iv),mid,553.0,-0.6148637187261815,-0.9108380453653248,100.0,364.0,-2.0078240901829343,-4.0164787093610705,-0.3666623721337902,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T0 sign(rv_hat - iv),crossed,866.0,0.49093223601728486,0.910081373198857,33.02540415704388,0.0,0.0,,,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T1 sign(tv_hat - iv),crossed,866.0,-0.48366325787460895,-0.8966062719027871,29.561200923787528,148.0,-0.9745954938918938,-1.967583190596731,0.03406861481997054,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T2 payoff > mid (tv_hat),crossed,866.0,-0.5378720431391327,-0.9970975456745156,29.676674364896073,145.0,-1.0288042791564176,-2.0124276586870407,-0.03356288814245618,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T2h payoff vs touch (tv_hat),crossed,866.0,-0.07471501197507088,-0.1385053490242745,25.75057736720554,202.0,-0.5656472479923558,-1.6793446627271782,0.6131567409338216,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T2b payoff > mid (rv_hat),crossed,866.0,0.48801266750684896,0.9046691294629778,32.90993071593534,3.0,-0.002919568510435908,-0.045256009159349755,0.038924271074041325,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T2bh payoff vs touch (rv_hat),crossed,866.0,0.4198046182425954,0.7782262711955863,25.981524249422634,113.0,-0.07112761777468948,-0.5911185521800758,0.44021749752835976,1.5011494611126615,1.458360510908637,2.2199513517373477
a0,T3 sign(f3 - iv),crossed,553.0,-0.9874345555974642,-1.46275171742098,100.0,364.0,-2.0118566154230497,-4.0514526321272974,-0.355818646266515,1.5011494611126615,1.458360510908637,2.2199513517373477
