against,n,mean_abs_diff,median_abs_diff,max_abs_diff,corr
"log(S_close / S_1530), official close",866.0,0.0002672572680292007,0.00017777199959761897,0.004074044961790514,0.994532399967394
"log(S_1600_tape / S_1530), chain tape",866.0,0.0001805875860236523,0.00011540268284410777,0.00278486609912414,0.9972229938782013
