mean_entry_mid,mean_bid,mean_ask,mean_E_payoff_tv,mean_E_payoff_rv,mean_realised_exit,median_half_spread_pct
6.8056004576161335,6.573556574022797,7.03764433546237,5.952749656459366,6.363743315592042,6.785313841927684,2.8985496479732453
