year,n,term,coef,t_robust
2020,95,const,-3.7295526190087243,-0.3514182359357572
2020,95,log_tv_hat,0.6581556094549154,0.68332075993438
2020,95,abs_ret_1500_1530,6.105110256103068,0.03978527244931993
2020,95,net_ret_1000_1530,-23.658690263964132,-0.7019129427058637
2020,95,log_rv_sofar_rel,0.8125190011622613,1.541178011580237
2020,95,pin_frac_implied_move,-0.2760529994018609,-0.4135193150458199
2020,95,event_fomc_or_monthend,0.6310379912139256,1.3222696311771016
2021,158,const,10.870042282698465,1.906656545066939
2021,158,log_tv_hat,1.9855560715861669,4.035624401551237
2021,158,abs_ret_1500_1530,14.16938685889263,0.13551201452016914
2021,158,net_ret_1000_1530,-55.888675640957786,-2.0146884635881315
2021,158,log_rv_sofar_rel,-0.1302262123289159,-0.38828001761077424
2021,158,pin_frac_implied_move,0.37238283272909967,1.1587557087038358
2021,158,event_fomc_or_monthend,0.294454138664658,0.7198391214764258
2022,219,const,-6.693199291601255,-1.320534210277806
2022,219,log_tv_hat,0.556184398521618,1.2293977342887945
2022,219,abs_ret_1500_1530,117.02148672912988,1.9145477464314506
2022,219,net_ret_1000_1530,-9.868021384290765,-0.7163961194765724
2022,219,log_rv_sofar_rel,0.20842486076387493,0.5818450949966855
2022,219,pin_frac_implied_move,0.048829352219776495,0.09602404192072554
2022,219,event_fomc_or_monthend,1.1146559654915853,2.354900840124201
2023,248,const,-5.120774300213173,-1.016297364681623
2023,248,log_tv_hat,0.7113643538165978,1.7116395673536284
2023,248,abs_ret_1500_1530,116.40512875157313,1.1307959606764402
2023,248,net_ret_1000_1530,-19.339591320068877,-0.8142599649233924
2023,248,log_rv_sofar_rel,-0.19533505924944122,-0.6930488971362855
2023,248,pin_frac_implied_move,-0.3319296545562692,-1.271513015437857
2023,248,event_fomc_or_monthend,0.9400841364123121,1.7004334663376384
2024,83,const,6.282282011822694,0.28213245077533194
2024,83,log_tv_hat,1.6331522388710826,0.9276728833837734
2024,83,abs_ret_1500_1530,-213.3089422919426,-0.625279509336636
2024,83,net_ret_1000_1530,-36.18556301868221,-0.6902454838329801
2024,83,log_rv_sofar_rel,-0.6370500874289743,-1.064355597662163
2024,83,pin_frac_implied_move,-0.3206178996230209,-0.5397283970828108
2024,83,event_fomc_or_monthend,0.3799477401848492,0.2826499404096063
