frame,n_scored,n_dropped_zero_r2,QLIKE rv_hat,QLIKE tv_hat,DM t (tv - rv),DM lag,mean rv_hat / mean r2,mean tv_hat / mean r2,mean tv_hat / mean rv_hat
866 traded bars,866.0,0.0,1.4350164530701028,1.486873173648704,2.9192338912344447,14.0,0.7528409736060994,0.6335295543487849,0.8415184302658048
"866 traded bars (target RV, reference)",866.0,0.0,0.10999130240054672,0.13054712848383696,4.968561617631735,14.0,1.1143597048142604,0.937754229546762,0.8415184302658048
all session bars,67281.0,181.0,1.6090570267946325,1.6272821019378034,8.36125702213808,61.0,1.0792478724413328,0.9349495948294669,0.8662973712559161
"all session bars (target RV, reference)",67462.0,0.0,0.15928470324937585,0.18947233124182108,17.49908959263431,61.0,1.0316533542341848,0.8938348760820892,0.8664100905731066
