block,row,har_ma_1_x_open,har_ma_1_x_close,har_ma_5_x_open,har_ma_5_x_close,har_ma_25_x_open,har_ma_25_x_close,har_ma_125_x_open,har_ma_125_x_close,har_ma_625_x_open,har_ma_625_x_close,har_ma_3125_x_open,har_ma_3125_x_close,cumrv_x_close,har5rank_x_close
151,120480,-0.029348,0.000000,-0.009441,0.000000,-0.007934,0.084609,-0.000000,0.123445,-0.000000,0.000000,-0.000000,0.034904,-0.006346,-0.036009
152,120960,-0.033121,0.000000,-0.006791,0.000000,-0.008181,0.086272,-0.000000,0.124653,-0.000000,0.000979,-0.000077,0.034438,-0.006397,-0.035945
153,121440,-0.035703,0.000000,-0.008302,0.000000,-0.006056,0.093539,-0.000000,0.123360,-0.000000,0.000000,-0.000000,0.033847,-0.006508,-0.036231
154,121920,-0.041273,0.000000,-0.003538,0.000000,-0.005831,0.089750,-0.000000,0.120726,-0.000000,0.000000,-0.000000,0.029723,-0.006258,-0.036223
155,122400,-0.038437,0.000000,-0.006889,0.000000,-0.004542,0.090357,-0.000000,0.121019,-0.000000,0.000000,-0.000000,0.021881,-0.006029,-0.036388
156,122880,-0.043563,0.000000,-0.005611,0.000000,-0.001687,0.092256,-0.000000,0.121870,-0.000000,0.000000,-0.000000,0.021588,-0.006116,-0.036918
157,123360,-0.039854,0.000000,-0.004088,0.000000,-0.005260,0.089977,-0.000000,0.125389,-0.000000,0.000000,-0.000000,0.021094,-0.006160,-0.036739
158,123840,-0.038487,-0.000000,-0.001352,0.000000,-0.005814,0.087924,-0.000000,0.127938,-0.000000,0.000000,-0.000000,0.028411,-0.006572,-0.036681
159,124320,-0.041031,0.000000,-0.000000,0.000000,-0.005669,0.086851,-0.000000,0.125391,-0.000000,0.000000,-0.000000,0.034719,-0.006670,-0.036910
160,124800,-0.042506,0.000000,-0.000881,0.000000,-0.004302,0.092246,-0.000000,0.121500,-0.000000,0.000000,-0.000000,0.032517,-0.006506,-0.039299
161,125280,-0.039503,0.000000,-0.000000,0.000000,-0.007889,0.093237,-0.000000,0.120241,-0.000000,0.000000,-0.000000,0.035121,-0.006540,-0.038442
162,125760,-0.043015,0.000000,-0.000000,0.000000,-0.003576,0.091678,-0.000000,0.117771,-0.000000,0.000000,-0.000000,0.037509,-0.006494,-0.036950
163,126240,-0.044346,0.000000,-0.000000,0.000000,-0.001635,0.090754,-0.000000,0.116059,-0.000000,0.000000,-0.000000,0.034687,-0.006338,-0.036250
164,126720,-0.044627,0.000000,-0.000000,0.000000,-0.001422,0.091228,-0.000000,0.116254,-0.000000,0.000000,-0.000000,0.032259,-0.006249,-0.036092
165,127200,-0.045765,-0.000000,-0.000000,0.000000,-0.000590,0.091702,-0.000000,0.117481,-0.000000,0.000000,-0.000000,0.028964,-0.006210,-0.036899
166,127680,-0.048652,0.000000,-0.000000,0.000000,-0.000000,0.091700,-0.000000,0.121072,-0.000000,0.000000,-0.000000,0.028713,-0.006300,-0.035141
167,128160,-0.048833,0.000000,-0.000005,0.000000,-0.000000,0.091866,-0.000000,0.120577,-0.000000,0.000000,-0.000000,0.029141,-0.006290,-0.034932
168,128640,-0.046709,-0.000000,-0.000000,0.000000,-0.000000,0.089253,-0.000000,0.118190,-0.000000,0.000000,-0.000000,0.026664,-0.006063,-0.035467
169,129120,-0.038519,0.000000,-0.001291,0.000000,-0.000000,0.075386,-0.000000,0.117393,-0.000000,0.000000,-0.006816,0.011963,-0.004798,-0.035248
170,129600,-0.037822,0.000000,-0.000681,0.002037,-0.000000,0.072998,-0.000000,0.116027,-0.000000,0.001548,-0.009233,0.013714,-0.004852,-0.035394
171,130080,-0.039172,0.000000,-0.000000,0.002661,-0.000000,0.072372,-0.000000,0.115618,-0.000000,0.001803,-0.008370,0.012499,-0.004820,-0.036634
172,130560,-0.040710,0.000000,-0.000000,0.001198,-0.000000,0.070435,-0.000000,0.116225,-0.000000,0.005263,-0.006249,0.009708,-0.004796,-0.035892
173,131040,-0.045902,0.000000,-0.000000,0.001417,-0.000000,0.063770,-0.000000,0.124752,-0.000000,0.009505,-0.000000,0.010246,-0.004984,-0.035158
174,131520,-0.044280,0.000000,-0.000000,0.000000,-0.000000,0.062524,-0.000000,0.126025,-0.000000,0.009174,-0.000000,0.009655,-0.004938,-0.033950
175,132000,-0.046615,0.000000,-0.000000,0.000000,-0.000000,0.056013,-0.000000,0.127827,-0.000000,0.018143,-0.000000,0.003751,-0.004931,-0.033328
176,132480,-0.033668,-0.000000,-0.008792,0.023223,-0.001921,0.057746,-0.000000,0.094263,-0.000000,0.008922,-0.000000,0.000000,-0.003864,-0.041503
177,132960,-0.034495,-0.000000,-0.009305,0.023346,-0.000000,0.061623,-0.000000,0.092358,-0.000000,0.001857,-0.000000,0.000000,-0.003676,-0.043846
178,133440,-0.034396,-0.000000,-0.009446,0.019197,-0.000409,0.063888,-0.000000,0.095747,-0.000000,0.001006,-0.000000,0.000000,-0.003743,-0.042299
179,133920,-0.032856,-0.000000,-0.009374,0.021245,-0.002159,0.061533,-0.000000,0.095490,-0.000000,0.000228,-0.000000,0.000000,-0.003656,-0.041946
180,134400,-0.033087,-0.000000,-0.007793,0.021727,-0.003052,0.061297,-0.000000,0.094983,-0.000000,0.000115,-0.000000,0.000000,-0.003636,-0.041415
181,134880,-0.035390,-0.000000,-0.006322,0.026969,-0.002927,0.062730,-0.000000,0.091712,-0.000000,0.000000,-0.000000,0.000000,-0.003760,-0.042610
182,135360,-0.037739,-0.000000,-0.006374,0.025573,-0.002905,0.064019,-0.000000,0.091002,-0.000000,0.000000,-0.000000,0.000000,-0.003706,-0.043055
183,135840,-0.039856,-0.000000,-0.005656,0.024167,-0.002055,0.065474,-0.000000,0.090025,-0.000000,0.000000,-0.000000,0.000000,-0.003693,-0.043286
184,136320,-0.038660,-0.000000,-0.005378,0.022050,-0.002861,0.066440,-0.000000,0.088855,-0.000000,0.000000,-0.000000,0.000000,-0.003634,-0.043066
185,136800,-0.040300,-0.000000,-0.003614,0.021923,-0.003017,0.067760,-0.000000,0.089436,-0.000000,0.000000,-0.000000,0.000000,-0.003646,-0.042975
186,137280,-0.038508,-0.000000,-0.004014,0.021840,-0.003914,0.072264,-0.000000,0.085998,-0.000000,0.000000,-0.000000,0.000000,-0.003564,-0.043541
187,137760,-0.034187,-0.000000,-0.008164,0.012756,-0.004892,0.082056,-0.000000,0.085116,-0.000000,0.000000,-0.000000,0.000000,-0.003562,-0.043257
188,138240,-0.032759,-0.000000,-0.007168,0.008144,-0.007188,0.084956,-0.000000,0.085783,-0.000000,0.000000,-0.000000,0.000000,-0.003526,-0.043009
189,138720,-0.035587,-0.000000,-0.006047,0.007348,-0.006719,0.085969,-0.000000,0.086306,-0.000000,0.000000,-0.000000,0.000000,-0.003526,-0.043536
190,139200,-0.035295,-0.000000,-0.005109,0.008237,-0.007680,0.085581,-0.000000,0.086395,-0.000000,0.000000,-0.000000,0.000000,-0.003491,-0.043725
191,139680,-0.034794,-0.000000,-0.006109,0.006342,-0.007700,0.085801,-0.000000,0.085956,-0.000000,0.000000,-0.000000,0.000395,-0.003480,-0.043810
192,140160,-0.033650,-0.000000,-0.007833,0.006468,-0.007212,0.089198,-0.000000,0.084285,-0.000000,0.000000,-0.000000,0.000000,-0.003549,-0.043389
193,140640,-0.035181,-0.000000,-0.009026,0.007808,-0.005359,0.089635,-0.000000,0.084251,-0.000000,0.000000,-0.000000,0.000000,-0.003570,-0.043447
194,141120,-0.033044,-0.000000,-0.010146,0.007552,-0.006397,0.089434,-0.000000,0.084335,-0.000000,0.000000,-0.000000,0.000000,-0.003567,-0.043174
195,141600,-0.031388,-0.000000,-0.013182,0.007562,-0.006104,0.089178,-0.000000,0.084959,-0.000000,0.000000,-0.000739,0.000196,-0.003556,-0.043334
196,142080,-0.030857,-0.000000,-0.014612,0.006298,-0.005728,0.088646,-0.000000,0.085084,-0.000000,0.000000,-0.000000,0.001134,-0.003538,-0.043513
197,142560,-0.029425,-0.000000,-0.016256,0.007386,-0.004015,0.086561,-0.000000,0.084497,-0.000000,0.000000,-0.000000,0.001897,-0.003541,-0.043602
198,143040,-0.042427,-0.000000,-0.016892,0.000000,-0.000000,0.106679,0.000000,0.107748,0.000000,0.000000,-0.000000,0.001000,-0.004868,-0.045164
199,143520,-0.042833,0.000000,-0.014864,0.000000,-0.000000,0.103085,0.000000,0.100901,0.000000,0.000000,-0.000000,0.006607,-0.004696,-0.044149
200,144000,-0.043209,0.000000,-0.014945,0.000000,-0.000000,0.101898,0.000000,0.099038,0.000000,0.000000,-0.000000,0.006101,-0.004577,-0.043919
201,144480,-0.043255,0.000000,-0.017501,0.000000,-0.000000,0.105689,0.000000,0.101554,0.000000,0.000000,-0.000000,0.003915,-0.004734,-0.044552
202,144960,-0.042786,0.000000,-0.018103,0.000000,-0.000000,0.104601,0.000000,0.101769,0.000000,0.000000,-0.000000,0.003420,-0.004715,-0.043916
203,145440,-0.045782,0.000000,-0.015618,0.000000,-0.000000,0.108246,0.000000,0.100393,0.000000,0.000000,-0.000000,0.002882,-0.004753,-0.043410
204,145920,-0.045735,0.000000,-0.013682,0.000000,-0.000000,0.107450,0.000000,0.102191,0.000000,0.000000,-0.000000,0.002889,-0.004807,-0.043370
205,146400,-0.044738,0.000000,-0.015172,0.000000,-0.000000,0.105972,0.000000,0.102490,0.000000,0.000000,-0.000000,0.000724,-0.004739,-0.044032
206,146880,-0.043852,0.000000,-0.015186,0.000000,-0.000000,0.105549,0.000000,0.104501,-0.000000,0.000000,-0.000000,0.000000,-0.004761,-0.044171
207,147360,-0.046680,-0.000000,-0.012892,0.000000,-0.000000,0.106428,0.000000,0.104773,0.000000,0.000000,-0.000000,0.000000,-0.004723,-0.045661
208,147840,-0.067105,-0.000000,-0.002311,0.000000,-0.000000,0.103281,0.000000,0.112469,0.000000,0.000000,0.000000,0.000606,-0.004844,-0.048078
209,148320,-0.066547,-0.000000,-0.003415,0.000000,-0.000000,0.103057,0.000000,0.108085,0.001896,0.000000,0.000000,0.004385,-0.004771,-0.047966
210,148800,-0.064548,-0.000000,-0.005299,0.000000,-0.000000,0.103906,0.000000,0.106262,0.002491,0.000000,0.000000,0.005767,-0.004760,-0.046627
211,149280,-0.064811,-0.000000,-0.003072,0.000000,-0.000000,0.104750,0.000000,0.105845,0.000474,0.000000,0.000000,0.005878,-0.004761,-0.046810
212,149760,-0.064585,-0.000000,-0.003177,0.000000,-0.000000,0.103731,0.000000,0.106854,0.000000,0.000000,0.000000,0.005856,-0.004766,-0.047027
213,150240,-0.064763,-0.000000,-0.003450,0.000000,-0.000000,0.105171,0.000000,0.107106,0.000000,0.000000,0.000000,0.006485,-0.004812,-0.046611
214,150720,-0.063321,-0.000000,-0.003592,0.000000,-0.000000,0.105353,0.000000,0.107656,0.000000,0.000000,0.000000,0.006572,-0.004827,-0.046474
215,151200,-0.063980,-0.000000,-0.002609,0.000000,-0.000000,0.105902,0.000190,0.107989,0.000000,0.000000,0.000000,0.007140,-0.004855,-0.046658
216,151680,-0.061119,-0.000000,-0.005071,0.000000,-0.000000,0.105997,0.001075,0.108678,0.000664,0.000000,0.000000,0.006771,-0.004849,-0.047101
217,152160,-0.057724,-0.000000,-0.006627,0.000000,-0.000000,0.105613,0.001568,0.105415,0.000450,0.000000,0.000000,0.009438,-0.004825,-0.045883
218,152640,-0.058325,-0.000000,-0.005295,0.000000,-0.000000,0.108225,0.000000,0.104630,0.000000,0.000000,0.000000,0.010593,-0.004879,-0.045970
219,153120,-0.056506,-0.000000,-0.006801,0.000000,-0.000000,0.109739,0.000000,0.103519,0.000000,0.000000,0.000000,0.010802,-0.004933,-0.045687
220,153600,-0.058298,-0.000000,-0.005915,0.000000,-0.000000,0.112006,0.000000,0.109636,0.000000,0.000000,0.000000,0.003124,-0.004976,-0.046978
221,154080,-0.058854,-0.000000,-0.003798,0.000000,-0.000000,0.111799,0.000060,0.109757,0.000000,0.000000,0.000000,0.003709,-0.004976,-0.046752
222,154560,-0.056600,-0.000000,-0.003749,0.000000,-0.000000,0.108713,0.000000,0.109824,0.000000,0.000000,0.000000,0.004602,-0.004942,-0.047101
223,155040,-0.055195,-0.000000,-0.004222,0.000000,-0.000000,0.108091,0.000000,0.108783,0.000000,0.000000,0.000000,0.004669,-0.004910,-0.046305
224,155520,-0.057117,-0.000000,-0.003022,0.000000,-0.000000,0.107816,0.000000,0.106131,0.000000,0.000000,0.000000,0.004796,-0.004834,-0.046440
225,156000,-0.056847,-0.000000,-0.002924,0.000000,-0.000000,0.110160,0.000000,0.105548,0.000000,0.000000,0.000000,0.003260,-0.004856,-0.046205
226,156480,-0.053134,-0.000000,-0.004916,0.000000,-0.000000,0.107445,0.000000,0.105733,0.000000,0.000000,0.000000,0.005011,-0.004861,-0.045843
227,156960,-0.054297,-0.000827,-0.004351,0.000000,-0.000000,0.106650,0.000000,0.105327,0.000000,0.000000,0.000000,0.004857,-0.004800,-0.047138
228,157440,-0.054472,-0.000755,-0.003706,0.000000,-0.000000,0.104161,0.000000,0.102800,0.000000,0.000000,0.000000,0.007978,-0.004664,-0.048851
229,157920,-0.054978,-0.003523,-0.002891,0.000000,-0.000000,0.104048,0.000000,0.103570,0.000000,0.000000,0.000000,0.008289,-0.004612,-0.048381
230,158400,-0.052640,-0.002094,-0.004557,0.000000,-0.000000,0.099971,0.000936,0.104093,0.000000,0.000000,0.000000,0.008227,-0.004575,-0.048420
231,158880,-0.055745,-0.003505,-0.002862,0.000000,-0.000000,0.099163,0.001752,0.103613,0.001960,0.000000,0.000000,0.008542,-0.004528,-0.047413
232,159360,-0.056883,-0.003378,-0.000607,0.000000,-0.000000,0.099980,0.000000,0.103439,0.003677,0.000000,0.000000,0.005079,-0.004425,-0.049838
233,159840,-0.057124,-0.002739,-0.001290,0.000000,-0.000000,0.099038,0.000000,0.104254,0.005432,0.000000,0.000000,0.004364,-0.004447,-0.049949
234,160320,-0.056027,-0.004006,-0.000757,0.000000,-0.000000,0.095319,0.000000,0.105698,0.004805,0.000000,0.000000,0.003630,-0.004372,-0.050635
235,160800,-0.057750,-0.000000,-0.000000,0.000000,-0.000000,0.093232,0.000000,0.104274,0.003222,0.000000,0.000000,0.003810,-0.004281,-0.051545
236,161280,-0.058079,-0.000000,-0.000000,0.000000,-0.000000,0.092999,0.000000,0.103461,0.004546,0.000000,0.000000,0.004196,-0.004237,-0.051399
237,161760,-0.055915,-0.000000,-0.000000,0.000000,-0.000000,0.095442,0.000000,0.099757,0.004487,0.000000,0.000000,0.004626,-0.004207,-0.051801
238,162240,-0.055427,-0.000000,-0.000000,0.000000,-0.000000,0.095086,0.000000,0.098398,0.005124,0.000000,0.000000,0.004252,-0.004208,-0.051815
239,162720,-0.055433,-0.000000,-0.000000,0.000000,-0.000000,0.093985,0.000000,0.098864,0.004699,0.000000,0.000000,0.002433,-0.004166,-0.052236
240,163200,-0.054100,-0.000000,-0.000197,0.000000,-0.000000,0.094210,0.001519,0.098316,0.003057,0.000000,0.000000,0.001340,-0.004146,-0.053339
241,163680,-0.058057,-0.009845,-0.000000,0.000000,-0.000000,0.096264,0.000000,0.107004,0.008997,0.000000,0.000000,0.011167,-0.004561,-0.052525
242,164160,-0.061908,-0.011422,-0.003255,0.000000,-0.000000,0.087401,0.000000,0.105100,0.017967,0.000000,0.000000,0.014739,-0.004237,-0.050525
243,164640,-0.062167,-0.010974,-0.003058,0.000000,-0.000000,0.087404,0.000000,0.105893,0.016810,0.000000,0.000000,0.013342,-0.004224,-0.050204
244,165120,-0.063187,-0.011255,-0.002984,0.000000,-0.000000,0.087704,0.000000,0.107974,0.017210,0.000000,0.000000,0.012097,-0.004305,-0.050170
245,165600,-0.063255,-0.011548,-0.004179,0.000000,-0.000000,0.091135,0.000000,0.109980,0.016435,0.000000,0.000000,0.011331,-0.004397,-0.050581
246,166080,-0.060004,-0.011874,-0.008109,0.000000,-0.000000,0.091041,0.000000,0.109832,0.016691,0.000000,0.000000,0.010448,-0.004382,-0.049640
247,166560,-0.056819,-0.011187,-0.010192,0.000000,-0.000000,0.091479,0.000000,0.109590,0.017452,0.000000,0.000000,0.009675,-0.004416,-0.048351
248,167040,-0.058403,-0.010213,-0.009261,0.000000,-0.000000,0.094115,0.000000,0.111385,0.018639,0.000000,0.000000,0.007746,-0.004528,-0.048039
249,167520,-0.055192,-0.008288,-0.010487,0.000000,-0.000000,0.092299,0.000000,0.111528,0.018158,0.000000,0.000000,0.006811,-0.004492,-0.048488
250,168000,-0.056271,-0.008387,-0.009614,0.000000,-0.000000,0.093276,0.000000,0.112080,0.018606,0.000000,0.000000,0.005485,-0.004470,-0.049147
251,168480,-0.053630,-0.008065,-0.011998,0.000000,-0.000000,0.092739,0.000000,0.112248,0.020151,0.000000,0.000000,0.004586,-0.004443,-0.048879
252,168960,-0.047547,-0.008450,-0.018719,0.000000,-0.000000,0.091778,0.000000,0.114652,0.022026,0.000000,0.000000,0.003619,-0.004465,-0.048112
253,169440,-0.046199,-0.006807,-0.018750,0.000000,-0.000000,0.087116,0.000000,0.115450,0.021633,0.000000,0.000000,0.003283,-0.004397,-0.048215
254,169920,-0.043039,-0.001528,-0.024792,0.000000,-0.000000,0.084177,0.000000,0.112952,0.023798,0.000000,0.000000,0.009883,-0.004549,-0.047628
255,170400,-0.046590,-0.001119,-0.022999,0.000000,-0.000000,0.082632,0.000000,0.111747,0.023000,0.000000,0.000000,0.013297,-0.004593,-0.047754
256,170880,-0.045412,-0.000311,-0.023247,0.000000,-0.000000,0.081001,0.000000,0.111792,0.021867,0.000000,0.000000,0.013913,-0.004601,-0.046863
257,171360,-0.046260,-0.002751,-0.021424,0.000000,-0.000000,0.081981,0.000000,0.111217,0.020674,0.000000,0.000000,0.014881,-0.004580,-0.046664
258,171840,-0.045925,-0.002066,-0.019524,0.000000,-0.000000,0.079374,0.000000,0.109210,0.016863,0.000000,0.000000,0.017630,-0.004493,-0.045307
259,172320,-0.037435,-0.007876,-0.023838,0.000000,-0.000000,0.083964,0.000000,0.105974,0.012453,0.000000,0.000000,0.025204,-0.004643,-0.043954
260,172800,-0.040451,-0.006458,-0.019149,0.000000,-0.000000,0.083032,0.000000,0.103428,0.009902,0.001308,0.000000,0.026942,-0.004694,-0.043115
261,173280,-0.044444,-0.002060,-0.015597,0.000000,-0.000000,0.087390,0.000000,0.104904,0.009017,0.000018,0.000000,0.020076,-0.004804,-0.045928
262,173760,-0.041982,-0.002902,-0.016460,0.000000,-0.000000,0.087248,0.000000,0.106114,0.007963,0.000018,0.000000,0.018758,-0.004737,-0.047493
263,174240,-0.041962,-0.001806,-0.016414,0.000000,-0.000000,0.086922,0.000000,0.105426,0.008400,0.000000,0.000000,0.023532,-0.004787,-0.048517
264,174720,-0.046185,-0.005773,-0.014306,0.000000,-0.000000,0.087767,0.000000,0.103354,0.010731,0.000000,0.000000,0.026153,-0.004716,-0.049255
265,175200,-0.048502,-0.001309,-0.010588,0.000000,-0.000000,0.075480,0.000000,0.100063,0.011137,0.000000,0.000000,0.030105,-0.004340,-0.049414
266,175680,-0.049307,-0.005206,-0.009033,0.000000,-0.000000,0.078333,0.000000,0.100138,0.010338,0.000000,0.000000,0.030290,-0.004334,-0.050300
267,176160,-0.050324,-0.004898,-0.008562,0.000000,-0.000000,0.078225,0.000000,0.099891,0.010741,0.000000,0.000000,0.031262,-0.004347,-0.050695
268,176640,-0.051245,-0.002906,-0.009523,0.000000,-0.000000,0.077190,0.000000,0.098356,0.011736,0.000000,0.000000,0.033711,-0.004387,-0.050318
269,177120,-0.051222,-0.003187,-0.008693,0.000000,-0.000000,0.078020,0.000000,0.097178,0.011032,0.000000,0.000000,0.035174,-0.004406,-0.050412
270,177600,-0.050142,-0.004651,-0.008516,0.000000,-0.000000,0.079493,0.000000,0.097439,0.010853,0.000000,0.000000,0.034092,-0.004381,-0.050883
271,178080,-0.050827,-0.002437,-0.010666,0.000000,-0.000000,0.076737,0.000000,0.095929,0.012949,0.000000,0.000000,0.034647,-0.004384,-0.050894
272,178560,-0.048592,-0.000000,-0.010784,0.000000,-0.000000,0.080305,0.000000,0.095910,0.010900,0.000000,0.000000,0.030177,-0.004418,-0.051513
273,179040,-0.045081,-0.000670,-0.011984,0.000000,-0.000000,0.082241,0.000000,0.090323,0.008829,0.000000,0.000000,0.029303,-0.004260,-0.053013
274,179520,-0.054138,-0.000000,-0.000000,-0.000000,-0.000000,0.085151,0.000000,0.088135,0.006402,0.000000,0.000000,0.029576,-0.004239,-0.055851
275,180000,-0.060772,-0.000000,-0.000000,-0.000000,-0.000000,0.082916,0.000000,0.083010,0.009251,0.000000,0.000000,0.035027,-0.004187,-0.056338
276,180480,-0.068293,-0.000000,-0.000000,-0.000000,0.000000,0.080321,0.000000,0.085958,0.014952,0.000000,0.000000,0.042135,-0.004522,-0.056954
277,180960,-0.066249,-0.000000,-0.000000,-0.000000,0.000000,0.077681,0.000000,0.089552,0.013158,0.000000,0.000000,0.042812,-0.004587,-0.055814
278,181440,-0.065958,-0.000000,-0.000000,-0.000000,0.000000,0.076961,0.000000,0.088098,0.012332,0.000000,0.000000,0.047944,-0.004611,-0.056929
279,181920,-0.065666,-0.000000,-0.000000,-0.000000,0.000000,0.073481,0.000000,0.087818,0.012929,0.000000,0.000000,0.047366,-0.004515,-0.057185
280,182400,-0.067534,-0.000000,-0.000000,-0.000000,0.000000,0.072699,0.000000,0.087306,0.014817,0.000000,0.000382,0.047493,-0.004478,-0.057507
281,182880,-0.073301,-0.000000,-0.000000,-0.000000,0.000000,0.068574,0.000000,0.089622,0.009189,0.000000,0.009324,0.042740,-0.004176,-0.057444
282,183360,-0.074576,-0.000000,-0.000000,-0.000000,0.000000,0.069167,0.000000,0.090008,0.007603,0.000000,0.013283,0.043594,-0.004223,-0.056794
283,183840,-0.071914,-0.000000,-0.000000,-0.000000,0.000000,0.070772,0.000000,0.089188,0.007600,0.000000,0.012247,0.042870,-0.004245,-0.055768
284,184320,-0.073690,-0.000000,-0.000000,-0.000000,0.000000,0.070740,0.000000,0.090064,0.004713,0.000000,0.018882,0.043215,-0.004301,-0.055243
285,184800,-0.072897,-0.000000,-0.000000,-0.000000,-0.000000,0.069186,0.000000,0.088623,0.004146,0.000000,0.018713,0.042708,-0.004234,-0.055381
286,185280,-0.077345,-0.000000,-0.000000,-0.000000,0.000000,0.060900,0.000000,0.088482,0.007107,0.000000,0.020868,0.044171,-0.004106,-0.052759
287,185760,-0.081490,-0.000000,-0.000000,-0.000000,0.000000,0.056079,0.000000,0.087825,0.007600,0.000000,0.024879,0.044043,-0.003993,-0.052233
288,186240,-0.082196,-0.000000,-0.000000,-0.000000,0.000000,0.054210,0.000000,0.086933,0.005897,0.000000,0.027458,0.047649,-0.004007,-0.051342
289,186720,-0.083232,-0.000000,-0.000000,-0.000000,0.000000,0.054118,0.000000,0.084642,0.007236,0.000000,0.027661,0.047576,-0.003933,-0.050886
290,187200,-0.084347,-0.000000,-0.000000,-0.000000,0.000000,0.061234,0.000000,0.084943,0.010399,0.000000,0.026323,0.042744,-0.004064,-0.051506
291,187680,-0.083371,-0.000000,-0.000000,-0.000000,0.000000,0.061745,0.000000,0.085086,0.009146,0.000000,0.027758,0.042609,-0.004069,-0.052239
292,188160,-0.085763,-0.000000,-0.000000,-0.000000,0.000000,0.056834,0.000000,0.088391,0.010371,0.000000,0.028058,0.042679,-0.003924,-0.052494
293,188640,-0.085190,-0.000000,-0.000000,-0.000000,0.000000,0.050752,0.000000,0.088760,0.011042,0.000000,0.026586,0.043896,-0.003811,-0.052608
294,189120,-0.085806,-0.000000,-0.000000,-0.000000,0.000000,0.047896,0.000000,0.092064,0.010312,0.000000,0.027619,0.044025,-0.003812,-0.052503
295,189600,-0.087345,-0.000000,-0.000000,-0.000000,0.000000,0.046345,0.000000,0.091551,0.013787,0.000000,0.026963,0.046104,-0.003831,-0.051571
296,190080,-0.082835,-0.000000,-0.000000,-0.000000,0.000000,0.052328,0.000000,0.091095,0.012044,-0.000000,0.024881,0.044090,-0.003953,-0.052453
297,190560,-0.082341,-0.009011,-0.000000,-0.000000,0.000000,0.076006,0.000000,0.088711,0.018966,0.000000,0.019463,0.040955,-0.004258,-0.051253
298,191040,-0.058145,-0.002094,-0.000000,-0.000000,0.000000,0.055975,0.000000,0.077794,0.009519,0.000000,0.010625,0.040702,-0.003538,-0.048929
299,191520,-0.058717,-0.000881,-0.000000,-0.000000,0.000000,0.057382,0.000000,0.087346,0.005190,0.000000,0.015727,0.031236,-0.003668,-0.048335
300,192000,-0.059021,-0.002112,-0.000000,-0.000000,0.000000,0.057157,0.000000,0.085184,0.008563,0.000000,0.012125,0.035132,-0.003652,-0.048782
301,192480,-0.058329,-0.001280,-0.000000,-0.000000,0.000000,0.056709,0.000000,0.084492,0.006931,0.000000,0.014057,0.036013,-0.003639,-0.049390
302,192960,-0.057864,-0.001206,-0.000000,-0.000000,0.000000,0.057656,0.000000,0.084074,0.008947,0.000000,0.011374,0.036293,-0.003650,-0.049834
303,193440,-0.056606,-0.000062,-0.000000,-0.000000,0.000000,0.056693,0.000000,0.084851,0.007506,0.000000,0.012079,0.035574,-0.003650,-0.050254
304,193920,-0.061243,-0.000000,-0.000000,-0.000000,0.000000,0.064784,0.000000,0.086278,0.006373,0.000000,0.015209,0.033118,-0.003861,-0.050730
305,194400,-0.062807,-0.000000,-0.000000,-0.000000,0.000000,0.064104,0.000000,0.086474,0.010517,0.000000,0.013841,0.033895,-0.003864,-0.050054
306,194880,-0.062658,-0.000000,-0.000000,0.000000,0.000000,0.064267,0.000000,0.085596,0.010650,0.000000,0.013417,0.033965,-0.003862,-0.050139
307,195360,-0.062429,-0.000000,-0.000000,0.000000,0.000000,0.065775,0.000000,0.083671,0.011411,0.000000,0.011885,0.034724,-0.003882,-0.049552
308,195840,-0.035054,-0.000000,-0.000000,0.000000,0.000000,0.067568,0.000000,0.079005,0.000000,0.000000,0.000239,0.034567,-0.003876,-0.048303
309,196320,-0.035379,-0.000000,-0.000000,0.000000,0.000000,0.068505,0.000000,0.082915,0.000000,0.000000,0.000523,0.031942,-0.004005,-0.048219
310,196800,-0.038158,-0.000000,-0.000000,0.000000,0.000000,0.087160,0.000000,0.084140,0.000000,0.000000,0.000000,0.022565,-0.004390,-0.052128
311,197280,-0.038444,-0.000000,-0.000000,0.000000,0.000000,0.090238,-0.000000,0.080795,0.000000,0.000000,0.000000,0.021315,-0.004402,-0.051566
312,197760,-0.037662,-0.000000,-0.000000,0.000000,0.000000,0.090614,-0.000000,0.079325,0.000000,0.000000,0.000000,0.022723,-0.004370,-0.051295
313,198240,-0.038610,-0.000000,-0.000000,0.000000,0.000000,0.091207,-0.000000,0.077498,0.000000,0.000000,0.000000,0.024034,-0.004375,-0.051479
314,198720,-0.035965,-0.000000,-0.000000,0.000000,-0.000000,0.086928,-0.000000,0.078900,0.000000,0.000000,0.000000,0.025924,-0.004186,-0.051572
315,199200,-0.035764,-0.000000,-0.000000,0.000000,-0.000000,0.086149,-0.000000,0.078345,0.000000,0.000000,0.000000,0.026351,-0.004171,-0.051608
316,199680,-0.036314,-0.000000,-0.000000,0.000000,0.000000,0.085485,-0.000000,0.075835,0.000000,0.000000,0.000000,0.029006,-0.004171,-0.050868
317,200160,-0.036695,-0.000000,-0.000000,0.000000,0.000000,0.086810,-0.000000,0.075308,0.000000,0.000000,0.000000,0.028438,-0.004175,-0.051296
318,200640,-0.036880,-0.000000,-0.000000,0.000000,0.000000,0.081648,0.000000,0.074007,0.000000,0.000000,0.000000,0.031484,-0.003940,-0.049644
319,201120,-0.036467,-0.000000,-0.000000,-0.000000,0.000000,0.079865,0.000000,0.073154,0.000000,0.000000,0.000000,0.032566,-0.003835,-0.049449
