estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
reclasso,baseline,0.13023252730760493,5.24393482413243e-10,2.2899639351161036e-05,4.59021357658815e-06,0.2913661668475317,0.3845882364135784,-0.0024114097884533336,0.9749524048608881,0.5621395559816784,9363,0.12989795626336817,0.8966183686937739,0.36992259297788455,0.00033457104423673996,b
