n_samples,mse,mae,w_mse,w_mae,qlike,w_qlike,exp_id,experiment_name,model,segment,horizon,delta_mse,delta_mae,delta_qlike,oos_r2,delta_w_mse,delta_w_mae,delta_w_qlike,w_oos_r2
221915.0,0.22480740914395578,0.34306991521398034,0.1662831674132272,0.32401313881851956,0.35179318083724004,0.309176779456157,0,naive_baseline,naive,GLOBAL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222058.0,0.06293512871596678,0.18701178986111627,0.04931097446695418,0.17805091168783954,0.13804254783175196,0.1200930675714522,1,baseline,ridge,GLOBAL,1,-0.161872280427989,-0.15605812535286406,-0.21375063300548808,0.7200486898736235,-0.11697219294627303,-0.14596222713068002,-0.1890837118847048,0.7034517971117762
218934.0,0.15767250922472523,0.22219239535880422,0.06442211309824496,0.19637813470420648,0.24070655006012845,0.16948494276588336,2,baseline,xgboost,GLOBAL,1,-0.06713489991923055,-0.12087751985517611,-0.11108663077711159,0.29863295064372464,-0.10186105431498226,-0.12763500411431308,-0.13969183669027366,0.6125758602002646
218934.0,0.15495853058818973,0.22147333235148417,0.06411011415108164,0.1961075436837852,0.2400549402426234,0.16840654049315257,3,baseline,lightgbm,GLOBAL,1,-0.06984887855576605,-0.12159658286249617,-0.11173824059461665,0.3107054114530461,-0.10217305326214557,-0.12790559513473437,-0.14077023896300445,0.6144521712666033
217483.0,0.17400618210938584,0.23619634039575702,0.07189960140818462,0.20946556192221485,0.27298803893850265,0.18769468935637762,4,baseline,random_forest,GLOBAL,1,-0.050801227034569935,-0.10687357481822332,-0.07880514189873739,0.22597665810044232,-0.0943835660050426,-0.11454757689630471,-0.1214820900997794,0.5676074582491669
