estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
reclasticnet,baseline,0.12194261198170239,3.132491615175277e-10,1.7698846332954238e-05,3.670266555365262e-06,0.2921775651928848,0.3758842523588238,0.035218269308354255,1.068856251805695,0.7245233149292929,9069,0.12216063999253927,-0.6136553903979419,0.5394430726675838,-0.0002180280108368483,a
